s,x,y,z,tx,ty,tz,area,coverage,width,height,eta,d_eq,z_floor,z_ceil,n_pts
26.0000,1373.0795,606.9977,234.6750,-0.0404,0.9970,0.0655,79.3363,1.0000,14.1128,10.8304,1.9966,10.0506,228.3370,239.3604,13732
27.0000,1373.0609,607.6264,234.7167,-0.0184,0.9976,0.0667,78.7448,1.0000,14.0833,10.8444,2.0379,10.0130,228.4195,239.4508,13251
28.0000,1373.0565,608.2650,234.7595,0.0048,0.9977,0.0669,74.6307,1.0000,13.9035,10.7753,2.0440,9.7480,228.5942,239.6990,13317
29.0000,1373.0675,608.9157,234.8029,0.0288,0.9974,0.0662,71.7881,1.0000,13.5530,10.9779,1.9979,9.5605,228.7774,240.1911,14207
30.0000,1373.0949,609.5802,234.8466,0.0534,0.9965,0.0648,65.8286,1.0000,12.7301,10.9006,1.8463,9.1551,229.1863,240.3446,14265
31.0000,1373.1395,610.2599,234.8903,0.0769,0.9950,0.0631,61.7391,1.0000,12.0171,10.6777,1.7331,8.8662,229.6488,240.5850,13691
32.0000,1373.2008,610.9543,234.9338,0.0984,0.9933,0.0615,57.8658,1.0000,11.8300,10.4609,1.6091,8.5835,229.9587,241.9816,13361
33.0000,1373.2782,611.6622,234.9771,0.1181,0.9912,0.0599,54.5637,1.0000,11.5351,10.4085,1.5383,8.3350,230.2161,241.1751,13081
34.0000,1373.3709,612.3829,235.0201,0.1363,0.9889,0.0585,30.4301,1.0000,11.6976,10.2878,1.7412,6.2245,230.4528,241.1880,12043
35.0000,1373.4783,613.1154,235.0630,0.1531,0.9866,0.0571,14.2122,0.9583,11.9374,9.9485,2.0959,4.2539,230.5924,241.1885,10615
36.0000,1373.5997,613.8586,235.1056,0.1686,0.9841,0.0558,7.5627,0.7361,11.8569,9.3755,2.3965,3.1031,230.9718,236.8737,10649
37.0000,1373.7345,614.6118,235.1479,0.1829,0.9816,0.0546,7.6754,0.8611,11.2206,8.8704,2.2813,3.1261,231.3411,236.6404,11043
38.0000,1373.8819,615.3739,235.1899,0.1961,0.9791,0.0534,7.1207,1.0000,10.7855,9.0734,2.0770,3.0110,231.1407,240.3531,10943
39.0000,1374.0412,616.1440,235.2315,0.2084,0.9766,0.0523,37.3362,0.9306,10.5835,9.2061,2.0259,6.8948,230.9647,240.6033,10914
40.0000,1374.2119,616.9211,235.2727,0.2198,0.9742,0.0512,42.3611,1.0000,10.1528,9.1815,1.8818,7.3441,230.8519,240.6709,10624
41.0000,1374.3932,617.7044,235.3136,0.2304,0.9718,0.0502,41.7538,1.0000,9.6896,9.2522,1.6697,7.2913,230.6323,240.7120,11339
42.0000,1374.5844,618.4928,235.3540,0.2402,0.9695,0.0493,43.9907,1.0000,9.5661,9.2897,1.5563,7.4840,230.4682,240.2069,13162
43.0000,1374.7848,619.2855,235.3939,0.2494,0.9672,0.0483,46.1409,1.0000,9.3348,9.7411,1.5851,7.6648,229.9523,239.9132,12764
44.0000,1374.9939,620.0814,235.4334,0.2579,0.9650,0.0474,53.4159,1.0000,9.3156,10.5179,1.6339,8.2469,229.3448,239.9528,11783
45.0000,1375.2108,620.8797,235.4723,0.2659,0.9629,0.0466,54.8427,1.0000,9.1315,10.9597,1.7044,8.3563,228.9843,240.1240,11716
46.0000,1375.4349,621.6794,235.5107,0.2732,0.9609,0.0457,56.0718,1.0000,9.1733,11.2680,1.6373,8.4494,228.7994,240.2441,11554
47.0000,1375.6656,622.4795,235.5485,0.2801,0.9589,0.0449,57.7090,1.0000,9.2266,11.3993,1.5737,8.5719,228.6853,240.2727,11149
48.0000,1375.9021,623.2792,235.5857,0.2865,0.9571,0.0442,59.0743,1.0000,9.6727,11.3886,1.6463,8.6727,228.5793,240.3061,11937
49.0000,1376.1438,624.0774,235.6222,0.2925,0.9553,0.0434,59.0504,1.0000,10.0708,11.7210,1.5952,8.6709,228.2501,240.1073,12496
50.0000,1376.3900,624.8732,235.6581,0.2980,0.9536,0.0427,58.1426,1.0000,10.3415,11.9386,1.5628,8.6040,228.0093,240.1432,11583
51.0000,1376.6401,625.6658,235.6933,0.3031,0.9520,0.0420,58.3240,1.0000,10.3309,11.9004,1.6415,8.6174,227.9946,240.0262,11649
52.0000,1376.8933,626.4545,235.7279,0.3078,0.9505,0.0415,60.1597,1.0000,10.0695,11.9110,1.6447,8.7520,228.0265,240.0561,12056
53.0000,1377.1495,627.2394,235.7620,0.3121,0.9491,0.0412,61.8186,1.0000,9.9288,11.8555,1.6196,8.8719,228.1742,240.1609,12694
54.0000,1377.4083,628.0207,235.7959,0.3160,0.9479,0.0412,64.5764,1.0000,10.3053,11.7716,1.6239,9.0676,228.3327,240.2591,12577
55.0000,1377.6693,628.7986,235.8298,0.3195,0.9467,0.0414,69.1972,1.0000,10.6647,11.9481,1.6124,9.3864,228.3102,240.5095,12109
56.0000,1377.9322,629.5733,235.8639,0.3226,0.9456,0.0419,72.4997,1.0000,10.9478,12.3569,1.5938,9.6078,228.1483,240.9785,12476
57.0000,1378.1966,630.3448,235.8984,0.3253,0.9447,0.0426,74.2209,1.0000,11.2406,12.6303,1.5659,9.7212,228.2905,241.1569,13284
58.0000,1378.4623,631.1133,235.9335,0.3275,0.9438,0.0437,74.1933,1.0000,11.2409,12.3793,1.5454,9.7194,228.6116,241.1922,13656
59.0000,1378.7289,631.8791,235.9694,0.3293,0.9432,0.0449,74.0512,1.0000,11.4941,11.8737,1.5296,9.7100,229.1758,241.3148,13767
60.0000,1378.9960,632.6422,236.0064,0.3307,0.9426,0.0465,71.4104,1.0000,11.7259,11.5908,1.4434,9.5353,229.5851,241.4284,14576
61.0000,1379.2633,633.4029,236.0446,0.3316,0.9422,0.0483,71.4483,1.0000,11.8782,11.6827,1.5014,9.5379,229.5911,241.4893,14672
62.0000,1379.5305,634.1613,236.0843,0.3321,0.9419,0.0504,55.4061,0.9306,11.8603,11.6752,1.6739,8.3991,229.6531,241.7678,13335
63.0000,1379.7973,634.9176,236.1256,0.3322,0.9417,0.0527,48.8889,0.9167,11.8379,11.4853,1.7069,7.8897,229.8625,241.8088,13482
64.0000,1380.0633,635.6719,236.1689,0.3318,0.9417,0.0553,57.4823,0.9167,11.7569,11.4356,1.6429,8.5550,229.8920,241.6799,13614
65.0000,1380.3281,636.4243,236.2142,0.3310,0.9418,0.0582,68.0874,0.9583,11.5932,11.4685,1.4638,9.3108,229.9310,241.6894,14065
66.0000,1380.5915,637.1751,236.2619,0.3297,0.9421,0.0614,73.9933,1.0000,11.3412,11.6309,1.3411,9.7062,230.0277,241.8224,14065
67.0000,1380.8530,637.9245,236.3120,0.3280,0.9424,0.0648,74.0226,1.0000,11.3212,11.4570,1.3382,9.7082,230.2512,241.8718,14555
68.0000,1381.1125,638.6725,236.3649,0.3258,0.9429,0.0685,71.9722,1.0000,11.3404,11.2794,1.3428,9.5728,230.3216,241.7992,15772
69.0000,1381.3694,639.4193,236.4207,0.3232,0.9436,0.0725,72.1739,1.0000,11.2198,11.5045,1.2967,9.5862,230.1983,241.8955,15628
70.0000,1381.6236,640.1652,236.4797,0.3200,0.9443,0.0768,69.5251,1.0000,11.0645,11.4679,1.2414,9.4086,230.2138,241.9550,14573
71.0000,1381.8746,640.9102,236.5420,0.3164,0.9451,0.0813,64.9921,1.0000,10.9766,10.9203,1.2988,9.0967,230.4479,241.8658,13987
72.0000,1382.1221,641.6545,236.6079,0.3124,0.9461,0.0862,60.1398,0.9861,10.7288,10.0483,1.4256,8.7506,230.4949,241.3042,12474
73.0000,1382.3658,642.3984,236.6776,0.3078,0.9471,0.0912,59.9442,1.0000,10.3729,9.4859,1.4591,8.7363,230.9307,240.7515,10828
74.0000,1382.6053,643.1419,236.7513,0.3027,0.9482,0.0966,57.9262,1.0000,10.3190,9.2033,1.4306,8.5880,231.3780,240.8245,10962
75.0000,1382.8404,643.8851,236.8292,0.2972,0.9493,0.1023,55.8298,1.0000,10.3522,9.9829,1.3640,8.4312,230.7900,240.8124,10973
76.0000,1383.0706,644.6284,236.9115,0.2912,0.9505,0.1082,54.4999,1.0000,10.2405,9.8412,1.3047,8.3302,230.9941,240.9940,10439
77.0000,1383.2956,645.3718,236.9984,0.2846,0.9518,0.1143,54.2487,1.0000,10.2083,9.6221,1.3114,8.3109,231.3632,241.1358,11399
78.0000,1383.5152,646.1155,237.0902,0.2776,0.9531,0.1207,53.2647,1.0000,10.1763,9.6135,1.3694,8.2352,231.5082,241.2888,12649
79.0000,1383.7289,646.8597,237.1870,0.2701,0.9544,0.1274,52.8317,1.0000,10.1609,9.7689,1.4013,8.2017,231.6209,241.4681,12286
80.0000,1383.9365,647.6045,237.2890,0.2621,0.9557,0.1344,50.3642,1.0000,10.1312,9.7877,1.3858,8.0079,231.6679,241.5682,12180
81.0000,1384.1375,648.3501,237.3966,0.2535,0.9569,0.1415,48.0821,1.0000,10.2025,9.7023,1.4244,7.8243,231.8210,241.6775,12028
82.0000,1384.3317,649.0966,237.5098,0.2445,0.9581,0.1489,48.9540,1.0000,10.0815,9.6737,1.4640,7.8949,231.9407,241.6721,11637
83.0000,1384.5187,649.8443,237.6289,0.2350,0.9593,0.1566,48.9189,1.0000,9.9252,9.1634,1.4387,7.8921,232.6375,241.9059,11282
84.0000,1384.6982,650.5932,237.7541,0.2250,0.9604,0.1644,49.8876,1.0000,10.2511,8.9594,1.4909,7.9699,233.0614,242.1289,11399
85.0000,1384.8698,651.3436,237.8856,0.2145,0.9614,0.1725,50.4847,1.0000,10.4948,8.7737,1.5427,8.0174,233.3218,242.2566,11709
86.0000,1385.0332,652.0956,238.0237,0.2035,0.9622,0.1807,50.5989,1.0000,10.6051,8.5443,1.5721,8.0265,233.6778,242.4399,11104
87.0000,1385.1882,652.8493,238.1685,0.1921,0.9630,0.1889,49.4721,1.0000,11.0594,8.7877,1.5966,7.9366,233.8707,242.9131,11307
88.0000,1385.3342,653.6048,238.3192,0.1804,0.9640,0.1951,54.1660,1.0000,11.0805,8.9981,1.5654,8.3046,233.9387,243.0930,12356
89.0000,1385.4711,654.3621,238.4740,0.1684,0.9654,0.1989,54.4163,1.0000,11.3067,9.2831,1.6356,8.3238,233.8364,243.2825,12084
90.0000,1385.5985,655.1212,238.6310,0.1560,0.9672,0.2003,57.1516,1.0000,11.3815,9.7899,1.6693,8.5304,233.7184,243.7478,11923
91.0000,1385.7162,655.8818,238.7881,0.1434,0.9694,0.1994,61.2230,1.0000,11.5591,10.1740,1.6916,8.8290,233.7906,244.1187,12091
92.0000,1385.8237,656.6440,238.9436,0.1304,0.9719,0.1960,62.3617,1.0000,11.9453,10.2176,1.8022,8.9107,233.9626,244.2798,10912
93.0000,1385.9209,657.4077,239.0953,0.1171,0.9747,0.1903,60.8845,0.9444,13.0311,10.3111,1.9106,8.8046,234.0461,245.4924,10760
94.0000,1386.0074,658.1729,239.2413,0.1034,0.9778,0.1821,69.4145,1.0000,13.6992,10.6036,1.9014,9.4011,233.9549,245.6445,11666
95.0000,1386.0828,658.9394,239.3798,0.0893,0.9811,0.1714,72.0869,1.0000,13.8060,11.1731,1.8262,9.5804,233.9436,245.5531,13464
96.0000,1386.1469,659.7072,239.5087,0.0747,0.9846,0.1582,74.7786,1.0000,13.8028,11.5086,1.8879,9.7576,233.8122,245.6268,14314
97.0000,1386.1993,660.4763,239.6261,0.0597,0.9880,0.1425,77.2259,1.0000,14.0261,11.9030,1.9869,9.9160,233.6995,245.9120,14609
98.0000,1386.2399,661.2465,239.7301,0.0443,0.9913,0.1242,78.5991,1.0000,13.9506,11.9626,2.0014,10.0038,233.7121,246.1020,15206
99.0000,1386.2681,662.0179,239.8187,0.0284,0.9942,0.1034,78.7050,1.0000,13.4301,11.4224,1.9852,10.0105,233.8155,246.1878,15349
100.0000,1386.2838,662.7903,239.8900,0.0120,0.9967,0.0799,77.4787,1.0000,13.5378,11.0258,2.0287,9.9322,234.0372,245.7916,15161
101.0000,1386.2866,663.5637,239.9419,-0.0048,0.9985,0.0538,76.9247,1.0000,14.1311,11.0553,2.1356,9.8966,234.2150,245.8425,15393
102.0000,1386.2762,664.3379,239.9727,-0.0220,0.9994,0.0251,78.3731,1.0000,17.1314,10.8487,2.3061,9.9894,234.4089,246.6579,15602
103.0000,1386.2524,665.1130,239.9802,-0.0396,0.9992,-0.0060,78.5684,1.0000,18.1670,10.7624,2.4244,10.0018,234.7403,245.7897,17800
104.0000,1386.2147,665.8889,239.9627,-0.0574,0.9976,-0.0396,77.6116,1.0000,18.1242,10.5881,2.3698,9.9407,235.0807,245.9397,18914
105.0000,1386.1629,666.6656,239.9180,-0.0754,0.9943,-0.0753,76.9990,1.0000,17.2931,10.7630,2.3106,9.9014,234.9953,246.0167,17220
106.0000,1386.0967,667.4428,239.8444,-0.0935,0.9892,-0.1130,77.3244,0.9861,16.1543,11.0495,2.2957,9.9223,234.6710,246.0579,15367
107.0000,1386.0158,668.2207,239.7398,-0.1115,0.9820,-0.1522,65.8358,0.9583,16.0714,11.3863,2.3473,9.1556,234.3657,245.9431,14208
108.0000,1385.9200,668.9991,239.6035,-0.1287,0.9734,-0.1895,53.1317,0.9444,15.6918,11.0797,2.3492,8.2249,234.2776,245.6636,15052
109.0000,1385.8099,669.7782,239.4370,-0.1449,0.9638,-0.2239,52.6060,0.9444,15.3282,11.1230,2.3751,8.1841,233.9245,245.2015,13290
110.0000,1385.6858,670.5580,239.2418,-0.1600,0.9535,-0.2555,47.6449,0.9306,14.7135,11.1945,2.4946,7.7887,233.6688,244.9940,11964
111.0000,1385.5481,671.3386,239.0195,-0.1742,0.9428,-0.2842,40.0027,0.9167,14.2449,10.7235,2.6474,7.1367,233.3815,244.1383,11929
112.0000,1385.3973,672.1201,238.7715,-0.1875,0.9320,-0.3102,35.0053,0.9028,14.1554,10.2022,2.7487,6.6761,233.1444,243.6752,12474
113.0000,1385.2337,672.9026,238.4995,-0.1998,0.9213,-0.3336,32.6388,0.8889,13.6502,10.0933,2.6641,6.4465,232.8737,242.9036,12271
114.0000,1385.0578,673.6862,238.2050,-0.2113,0.9108,-0.3546,27.2216,0.8889,13.1317,9.9415,2.7217,5.8872,232.2686,242.2608,11168
115.0000,1384.8699,674.4709,237.8895,-0.2221,0.9007,-0.3733,28.8749,0.8611,12.6649,10.3418,2.4407,6.0634,231.8326,242.3059,11464
116.0000,1384.6706,675.2569,237.5546,-0.2322,0.8911,-0.3898,25.3396,0.8750,12.3592,10.2561,2.2965,5.6801,231.6576,242.0750,12254
117.0000,1384.4601,676.0442,237.2018,-0.2417,0.8821,-0.4043,32.1006,0.9167,12.2647,10.0614,2.1219,6.3931,231.5532,241.7444,13769
118.0000,1384.2390,676.8330,236.8327,-0.2505,0.8737,-0.4169,42.9857,1.0000,11.4845,9.4604,1.8885,7.3981,231.3888,241.0951,15502
119.0000,1384.0076,677.6232,236.4489,-0.2588,0.8660,-0.4278,44.0750,1.0000,11.4287,9.1041,1.6736,7.4912,231.1393,240.0177,15860
120.0000,1383.7663,678.4150,236.0518,-0.2667,0.8590,-0.4369,39.3453,1.0000,11.6683,8.8194,1.6749,7.0779,230.8329,239.5755,13285
121.0000,1383.5156,679.2085,235.6431,-0.2741,0.8528,-0.4445,38.0215,0.9722,10.1888,8.3244,1.7852,6.9578,230.4874,238.3349,12031
122.0000,1383.2558,680.0037,235.2243,-0.2811,0.8473,-0.4506,41.3222,1.0000,9.5486,8.3316,1.7415,7.2535,230.2477,238.3946,12602
123.0000,1382.9874,680.8007,234.7968,-0.2878,0.8426,-0.4553,42.3417,1.0000,9.3352,8.4772,1.5982,7.3424,229.9248,238.0558,13163
124.0000,1382.7108,681.5997,234.3624,-0.2941,0.8386,-0.4585,44.8433,1.0000,9.3707,8.9927,1.5561,7.5562,229.3074,238.0301,12481
125.0000,1382.4265,682.4007,233.9225,-0.3001,0.8354,-0.4605,44.1983,1.0000,9.6587,9.0608,1.4302,7.5017,229.2587,237.7887,13134
126.0000,1382.1347,683.2038,233.4786,-0.3059,0.8329,-0.4613,46.2586,1.0000,10.2251,8.5007,1.3972,7.6745,229.1713,237.3695,13980
127.0000,1381.8360,684.0090,233.0319,-0.3111,0.8308,-0.4616,48.0471,1.0000,10.6371,8.6183,1.3943,7.8215,228.7042,237.0585,13466
128.0000,1381.5311,684.8163,232.5829,-0.3158,0.8290,-0.4614,54.8740,1.0000,11.0007,8.3533,1.5596,8.3587,228.7610,236.6289,11524
129.0000,1381.2203,685.6257,232.1322,-0.3201,0.8277,-0.4609,50.6090,0.9722,11.2008,7.8837,1.6684,8.0273,228.7869,236.5513,11172
130.0000,1380.9044,686.4372,231.6805,-0.3239,0.8267,-0.4600,53.4280,1.0000,11.6022,8.7404,1.6645,8.2478,228.1096,236.8048,12132
131.0000,1380.5839,687.2507,231.2282,-0.3272,0.8261,-0.4587,56.4901,0.9861,11.8488,8.9698,1.7258,8.4809,227.8131,236.7528,12052
132.0000,1380.2593,688.0664,230.7760,-0.3301,0.8259,-0.4571,55.5966,1.0000,11.9410,9.0893,1.7637,8.4135,227.5634,236.4842,12113
133.0000,1379.9313,688.8840,230.3244,-0.3325,0.8260,-0.4551,50.2532,1.0000,12.1003,8.9481,1.6960,7.9990,227.3269,236.1202,12709
134.0000,1379.6004,689.7037,229.8742,-0.3346,0.8265,-0.4527,39.2087,1.0000,12.3607,9.3722,1.6552,7.0656,226.3242,235.5956,14029
135.0000,1379.2671,690.5255,229.4257,-0.3361,0.8274,-0.4499,3.7418,1.0000,12.0962,9.5102,1.6267,2.1827,225.9829,230.4455,13782
136.0000,1378.9321,691.3492,228.9796,-0.3373,0.8286,-0.4468,3.3755,1.0000,11.8151,9.5404,1.4980,2.0731,225.4649,230.1690,13960
137.0000,1378.5959,692.1749,228.5366,-0.3381,0.8302,-0.4432,4.8882,1.0000,11.2190,9.4535,1.4020,2.4948,225.2066,229.8006,16132
138.0000,1378.2590,693.0026,228.0972,-0.3384,0.8322,-0.4393,10.3643,1.0000,11.1052,9.7517,1.3919,3.6327,224.5362,229.2359,16830
139.0000,1377.9221,693.8322,227.6619,-0.3383,0.8345,-0.4350,9.1980,1.0000,10.8900,10.1136,1.4568,3.4222,223.7555,232.1377,15501
140.0000,1377.5858,694.6638,227.2314,-0.3378,0.8371,-0.4303,19.1896,1.0000,10.3603,9.9137,1.3776,4.9430,222.8625,232.9233,14178
141.0000,1377.2505,695.4974,226.8062,-0.3368,0.8401,-0.4251,43.6571,1.0000,10.2379,10.1190,1.2881,7.4556,222.1327,232.2333,14040
142.0000,1376.9169,696.3328,226.3870,-0.3354,0.8435,-0.4196,52.1363,1.0000,9.9256,9.8249,1.3942,8.1475,221.5723,231.1577,12804
143.0000,1376.5855,697.1702,225.9743,-0.3336,0.8472,-0.4136,52.5521,1.0000,9.2600,9.9727,1.3229,8.1799,221.3336,230.8936,12183
144.0000,1376.2570,698.0094,225.5687,-0.3313,0.8512,-0.4071,49.6390,1.0000,9.3290,9.1068,1.3153,7.9500,221.5538,230.4903,12109
145.0000,1375.9318,698.8506,225.1708,-0.3285,0.8555,-0.4002,47.3213,1.0000,9.0995,9.3318,1.2186,7.7622,220.7541,230.0782,12872
146.0000,1375.6105,699.6936,224.7812,-0.3253,0.8602,-0.3927,49.3076,1.0000,8.3245,9.6402,1.1721,7.9234,220.6759,230.3789,13888
147.0000,1375.2938,700.5384,224.4004,-0.3215,0.8652,-0.3848,52.5857,1.0000,8.1260,9.7611,1.1754,8.1826,220.5048,230.2531,13158
148.0000,1374.9821,701.3851,224.0291,-0.3173,0.8705,-0.3763,54.0507,1.0000,8.5803,9.6583,1.0966,8.2957,220.3264,229.8793,12716
149.0000,1374.6761,702.2337,223.6679,-0.3125,0.8761,-0.3672,55.5007,1.0000,9.2623,9.6694,1.1017,8.4063,219.9640,229.8411,12101
150.0000,1374.3763,703.0840,223.3172,-0.3072,0.8819,-0.3576,59.0234,1.0000,10.0207,10.0349,1.1406,8.6690,219.6254,229.6824,12697
151.0000,1374.0833,703.9361,222.9778,-0.3013,0.8880,-0.3473,62.2577,1.0000,10.1311,10.3433,1.2285,8.9033,218.9575,229.4582,13650
152.0000,1373.7977,704.7901,222.6501,-0.2948,0.8944,-0.3364,63.2648,1.0000,10.3405,10.4543,1.2490,8.9750,218.5009,229.1363,12340
153.0000,1373.5200,705.6458,222.3349,-0.2877,0.9009,-0.3249,68.3616,0.9861,11.1002,10.3800,1.2571,9.3296,218.2815,228.6779,11912
154.0000,1373.2508,706.5032,222.0326,-0.2800,0.9077,-0.3126,74.5773,1.0000,11.9232,10.4152,1.2247,9.7445,217.8193,228.2502,14389
155.0000,1372.9907,707.3624,221.7439,-0.2716,0.9146,-0.2996,75.4478,1.0000,12.0118,9.9385,1.2654,9.8012,217.9428,227.8649,15311
156.0000,1372.7403,708.2233,221.4692,-0.2625,0.9216,-0.2859,77.5146,1.0000,11.4763,9.7200,1.3367,9.9345,217.7710,227.5149,14369
157.0000,1372.5000,709.0860,221.2094,-0.2527,0.9287,-0.2714,77.5010,1.0000,12.9532,9.7436,1.3608,9.9336,217.5836,227.7008,13905
158.0000,1372.2706,709.9503,220.9648,-0.2422,0.9358,-0.2560,79.8057,1.0000,13.2395,9.8425,1.4978,10.0803,217.2269,227.4511,13324
159.0000,1372.0525,710.8164,220.7361,-0.2309,0.9430,-0.2399,80.1065,1.0000,13.2383,9.9241,1.4850,10.0992,216.9838,227.1937,13913
160.0000,1371.8463,711.6841,220.5239,-0.2188,0.9500,-0.2229,77.4408,1.0000,12.9092,9.9515,1.3823,9.9298,216.6866,226.7498,13888
161.0000,1371.6526,712.5535,220.3288,-0.2059,0.9569,-0.2050,75.7074,1.0000,12.1367,10.1668,1.3253,9.8180,216.4132,226.6672,13802
162.0000,1371.4720,713.4245,220.1514,-0.1922,0.9635,-0.1862,73.0410,1.0000,10.9500,10.5048,1.3328,9.6436,216.2898,226.9826,13654
163.0000,1371.3051,714.2972,219.9921,-0.1776,0.9699,-0.1665,69.2482,1.0000,10.1662,10.5079,1.3488,9.3899,216.2359,227.0018,13674
164.0000,1371.1523,715.1715,219.8517,-0.1622,0.9759,-0.1459,63.0159,1.0000,9.4317,10.5987,1.2428,8.9574,216.1216,226.9982,13229
165.0000,1371.0141,716.0474,219.7302,-0.1467,0.9811,-0.1258,58.9066,1.0000,9.1491,10.7050,1.1819,8.6604,215.8491,226.8799,13876
166.0000,1370.8900,716.9249,219.6264,-0.1313,0.9855,-0.1070,58.5966,1.0000,8.8168,10.4623,1.2185,8.6376,215.6684,226.6881,13166
167.0000,1370.7798,717.8040,219.5390,-0.1162,0.9892,-0.0895,58.4215,1.0000,8.7642,10.2727,1.2520,8.6246,215.5222,225.9430,12568
168.0000,1370.6831,718.6847,219.4666,-0.1014,0.9921,-0.0734,59.4714,1.0000,9.2278,10.1935,1.3354,8.7018,215.4138,225.8778,12175
169.0000,1370.5995,719.5671,219.4080,-0.0870,0.9945,-0.0588,61.6834,1.0000,9.3937,9.8813,1.2763,8.8622,215.3814,225.5417,12636
170.0000,1370.5285,720.4510,219.3618,-0.0729,0.9963,-0.0455,61.8563,1.0000,9.3001,9.7700,1.2050,8.8746,215.2616,225.3135,12711
171.0000,1370.4699,721.3366,219.3267,-0.0592,0.9977,-0.0338,60.6306,1.0000,10.0700,9.6831,1.2499,8.7862,215.1901,225.0095,12476
172.0000,1370.4232,722.2237,219.3013,-0.0459,0.9987,-0.0236,59.9576,1.0000,10.1029,9.2907,1.2721,8.7373,215.3303,224.7760,12838
