body,feature_id,lat,lon_east_0_360,aperture_long_axis_m,aperture_short_axis_m,inner_long_axis_m,inner_short_axis_m,depth_m,depth_is_minimum,type,source,source_detail,notes
mars,CC0810,-6.60093,238.35927,,,,,,,rim,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=Crater rim candidate on Arsia flank
mars,CC0811,-6.27506,238.12891,,,,,,,sky,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=skylight
mars,CC0812,-6.30591,238.1584,,,,,,,pin,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=pinhole
mars,CC0813,-6.28731,238.14352,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=pit
mars,CC0814,-6.34703,238.21851,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=pit
mars,CC0815,-6.40833,238.2038,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=2; comment=pit
mars,CC0816,85.04821,138.42253,,,,,,,pol,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Fracture candidate near polar pit
mars,CC0817,-10.80859,239.28999,,,,,,,srp,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small rimless pit
mars,CC0818,-10.50217,239.36583,,,,,,,srp,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=small rimless pit near Arsia rim
mars,CC0819,84.40593,135.30428,,,,,,,pol,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Long chain of polar pits
mars,CC0820,84.40979,134.9599,,,,,,,pol,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Long chain of polar pits
mars,CC0821,84.42443,134.45097,,,,,,,pol,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Long chain of polar pits
mars,CC0822,30.78402,296.69583,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=Kasei small vent candidate
mars,CC0823,33.81435,239.32027,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0824,33.76903,239.26244,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0825,34.52517,239.01154,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0826,34.42044,239.06496,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0827,34.3965,239.07379,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0828,36.08857,241.70769,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0829,35.24773,240.00381,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small fracture caved near large collapse pits
mars,CC0830,44.16867,25.68934,,,,,,,kst,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deuteronilus karst region
mars,CC0831,33.23537,253.56294,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small Ceraunius fracture pit
mars,CC0832,11.40808,155.00775,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Lateral fracture candidate in Cerberus Fossae
mars,CC0833,38.91819,2.05639,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0834,38.91393,2.06912,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0835,38.84796,2.00226,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0836,38.84662,2.00207,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0837,38.83753,2.00557,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0838,38.83727,2.00603,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0839,38.78035,2.04886,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0840,38.78108,2.04904,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0841,38.78135,2.04717,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0842,38.77901,2.04866,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Dark fractures in Arabia Terra crater
mars,CC0843,23.26966,249.4994,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Pit wall lateral candidate near Olympica Fossae
mars,CC0844,23.26611,249.49809,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Pit wall lateral candidate near Olympica Fossae
mars,CC0845,34.05775,253.05785,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Ceraunius Fossae small candidate - 5 m
mars,CC0846,28.02429,250.8204,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Pit wall candidate in Ceraunius Fossae -see stretch
mars,CC0847,28.02674,250.81891,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Pit wall candidate in Ceraunius Fossae -see stretch
mars,CC0848,2.19145,179.20795,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Eastern Elysium cliff undercuts - see stretch
mars,CC0849,2.21387,179.2074,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Eastern Elysium cliff undercuts - see stretch
mars,CC0850,2.20722,179.20926,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Eastern Elysium cliff undercuts - see stretch
mars,CC0851,44.18225,25.81018,,,,,,,kst,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deuteronilus karst region
mars,CC0852,44.06839,25.80215,,,,,,,kst,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deuteronilus karst region
mars,CC0853,44.06598,25.79002,,,,,,,kst,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deuteronilus karst region
mars,CC0854,44.15863,25.80547,,,,,,,kst,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deuteronilus karst region
mars,CC0855,44.16736,25.80423,,,,,,,kst,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deuteronilus karst region
mars,CC0856,15.19167,280.11414,,,,,,,flr,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=1; comment=Excellent fracture pit at edge of channel floor
mars,CC0857,14.71704,231.23437,,,,,,,end,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=End of trough overhang
mars,CC0858,14.71167,231.27686,,,,,,,end,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=End of trough overhang
mars,CC0859,14.66089,231.46631,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=3; comment=Trough channel intersect
mars,CC0860,46.41468,240.41309,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=small channel wall lateral 6m
mars,CC0861,46.41562,240.41333,,,,,,,lat,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=small channel wall lateral 3m
mars,CC0862,38.1994,289.37958,,,,,,,rim,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Good fracture edge collapse candidate
mars,CC0863,38.19513,289.34186,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deep dark small pit
mars,CC0864,38.11223,289.41986,,,,,,,rim,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Excellent fracture edge collapse candidate
mars,CC0865,38.11926,289.31412,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Deep dark small pit
mars,CC0866,38.13011,289.31216,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)","priority=0; comment=Deep dark  small crack, see stretch"
mars,CC0867,38.09998,289.31586,,,,,,,flr,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Pit in pit floor with overhang
mars,CC0868,37.94659,289.41699,,,,,,,flr,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Small channel floor candidate
mars,CC0869,38.24622,289.31451,,,,,,,pit,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Interesting pit - almost looks excavated
mars,CC0870,24.48309,188.13367,,,,,,,irr,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Tartaru s Colles natural bridge
mars,CC0871,8.53809,164.20905,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Cerberus fissure fracture
mars,CC0872,8.54608,164.20056,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Cerberus fissure fracture
mars,CC0873,8.5459,164.19788,,,,,,,crk,Cushing2015_MGC3v1,"Mars Global Cave Candidate Catalog (MGC3) v1 PDS4 bundle, Cushing G.E., doi:10.17189/1519222, mars_cave_catalog.zip via https://astrogeology.usgs.gov/search/map/mars_global_cave_candidate_catalog_v1_cushing (file miscellaneous/Mars_Cave_Catalog_shapefile.csv, bundle README dated 2017-06-21)",priority=0; comment=Cerberus fissure fracture
