s,x,y,z,tx,ty,tz
83.0,1388.3295,657.4148,236.6294,0.1331,0.9756,0.1747
84.0,1388.4223,658.2069,236.7730,0.0962,0.9791,0.1794
85.0,1388.4855,658.9985,236.9190,0.0605,0.9815,0.1818
86.0,1388.5203,659.7895,237.0657,0.0261,0.9829,0.1822
87.0,1388.5279,660.5795,237.2115,-0.0070,0.9836,0.1803
88.0,1388.5095,661.3687,237.3547,-0.0387,0.9836,0.1764
89.0,1388.4663,662.1567,237.4938,-0.0689,0.9830,0.1703
90.0,1388.3996,662.9435,237.6270,-0.0976,0.9819,0.1621
91.0,1388.3105,663.7290,237.7529,-0.1248,0.9805,0.1519
92.0,1388.2003,664.5129,237.8696,-0.1504,0.9787,0.1396
93.0,1388.0702,665.2952,237.9757,-0.1745,0.9767,0.1252
94.0,1387.9214,666.0758,238.0694,-0.1971,0.9743,0.1088
95.0,1387.7551,666.8544,238.1492,-0.2182,0.9717,0.0903
96.0,1387.5726,667.6310,238.2134,-0.2377,0.9688,0.0698
97.0,1387.3750,668.4054,238.2603,-0.2556,0.9656,0.0472
98.0,1387.1636,669.1774,238.2884,-0.2719,0.9621,0.0226
99.0,1386.9396,669.9470,238.2960,-0.2866,0.9580,-0.0040
100.0,1386.7043,670.7141,238.2815,-0.2997,0.9535,-0.0325
101.0,1386.4587,671.4784,238.2433,-0.3110,0.9483,-0.0630
102.0,1386.2042,672.2398,238.1797,-0.3207,0.9424,-0.0952
103.0,1385.9416,672.9985,238.0902,-0.3295,0.9357,-0.1258
104.0,1385.6706,673.7552,237.9767,-0.3381,0.9286,-0.1532
105.0,1385.3910,674.5107,237.8415,-0.3464,0.9212,-0.1774
106.0,1385.1026,675.2657,237.6866,-0.3545,0.9138,-0.1984
107.0,1384.8051,676.0212,237.5143,-0.3624,0.9066,-0.2162
108.0,1384.4982,676.7777,237.3268,-0.3702,0.8998,-0.2309
109.0,1384.1817,677.5362,237.1263,-0.3780,0.8935,-0.2426
110.0,1383.8553,678.2975,236.9150,-0.3857,0.8877,-0.2514
111.0,1383.5188,679.0622,236.6949,-0.3933,0.8826,-0.2574
112.0,1383.1718,679.8313,236.4685,-0.4010,0.8782,-0.2606
113.0,1382.8141,680.6055,236.2377,-0.4086,0.8745,-0.2613
114.0,1382.4456,681.3856,236.0049,-0.4163,0.8715,-0.2594
115.0,1382.0658,682.1723,235.7722,-0.4239,0.8691,-0.2550
116.0,1381.6745,682.9665,235.5418,-0.4314,0.8673,-0.2483
117.0,1381.2715,683.7690,235.3159,-0.4389,0.8661,-0.2393
118.0,1380.8566,684.5806,235.0967,-0.4463,0.8653,-0.2281
119.0,1380.4294,685.4019,234.8863,-0.4536,0.8650,-0.2147
120.0,1379.9897,686.2339,234.6870,-0.4606,0.8649,-0.1993
121.0,1379.5372,687.0774,234.5009,-0.4674,0.8651,-0.1821
122.0,1379.0722,687.9322,234.3295,-0.4735,0.8652,-0.1653
123.0,1378.5964,688.7969,234.1719,-0.4785,0.8651,-0.1503
124.0,1378.1116,689.6693,234.0273,-0.4828,0.8650,-0.1367
125.0,1377.6196,690.5476,233.8948,-0.4862,0.8649,-0.1246
126.0,1377.1222,691.4298,233.7733,-0.4890,0.8649,-0.1138
127.0,1376.6212,692.3139,233.6620,-0.4910,0.8649,-0.1042
128.0,1376.1185,693.1981,233.5599,-0.4925,0.8650,-0.0958
129.0,1375.6158,694.0802,233.4660,-0.4933,0.8653,-0.0885
130.0,1375.1151,694.9585,233.3794,-0.4936,0.8658,-0.0823
131.0,1374.6180,695.8309,233.2992,-0.4933,0.8664,-0.0772
132.0,1374.1264,696.6954,233.2244,-0.4923,0.8673,-0.0731
133.0,1373.6422,697.5502,233.1540,-0.4908,0.8685,-0.0700
134.0,1373.1672,698.3933,233.0872,-0.4886,0.8699,-0.0680
135.0,1372.7031,699.2227,233.0229,-0.4857,0.8716,-0.0671
136.0,1372.2517,700.0364,232.9602,-0.4820,0.8736,-0.0674
137.0,1371.8150,700.8326,232.8982,-0.4774,0.8760,-0.0690
138.0,1371.3948,701.6092,232.8360,-0.4719,0.8787,-0.0719
139.0,1370.9925,702.3646,232.7726,-0.4654,0.8819,-0.0758
140.0,1370.6084,703.0995,232.7081,-0.4581,0.8853,-0.0793
141.0,1370.2417,703.8157,232.6428,-0.4502,0.8891,-0.0824
142.0,1369.8918,704.5150,232.5770,-0.4415,0.8932,-0.0851
143.0,1369.5578,705.1992,232.5112,-0.4322,0.8976,-0.0871
144.0,1369.2392,705.8704,232.4457,-0.4221,0.9022,-0.0885
145.0,1368.9352,706.5301,232.3808,-0.4114,0.9071,-0.0892
146.0,1368.6450,707.1804,232.3170,-0.4001,0.9121,-0.0892
147.0,1368.3681,707.8230,232.2545,-0.3882,0.9173,-0.0884
148.0,1368.1036,708.4599,232.1938,-0.3758,0.9226,-0.0868
149.0,1367.8509,709.0927,232.1352,-0.3630,0.9280,-0.0843
150.0,1367.6093,709.7235,232.0791,-0.3499,0.9333,-0.0810
151.0,1367.3781,710.3539,232.0259,-0.3366,0.9385,-0.0769
152.0,1367.1565,710.9860,231.9758,-0.3232,0.9436,-0.0720
153.0,1366.9439,711.6214,231.9294,-0.3099,0.9485,-0.0663
154.0,1366.7395,712.2621,231.8869,-0.2967,0.9531,-0.0598
155.0,1366.5427,712.9098,231.8486,-0.2838,0.9574,-0.0528
156.0,1366.3528,713.5665,231.8151,-0.2714,0.9614,-0.0452
157.0,1366.1689,714.2340,231.7866,-0.2594,0.9651,-0.0371
158.0,1365.9905,714.9141,231.7635,-0.2480,0.9683,-0.0286
159.0,1365.8169,715.6086,231.7461,-0.2372,0.9713,-0.0198
160.0,1365.6472,716.3194,231.7349,-0.2271,0.9738,-0.0110
161.0,1365.4817,717.0472,231.7298,-0.2163,0.9763,-0.0028
162.0,1365.3215,717.7912,231.7305,-0.2047,0.9788,0.0045
163.0,1365.1677,718.5504,231.7365,-0.1922,0.9813,0.0109
164.0,1365.0216,719.3239,231.7474,-0.1787,0.9838,0.0167
165.0,1364.8845,720.1108,231.7628,-0.1644,0.9862,0.0217
166.0,1364.7575,720.9101,231.7822,-0.1491,0.9885,0.0262
167.0,1364.6419,721.7210,231.8053,-0.1329,0.9907,0.0300
168.0,1364.5389,722.5424,231.8315,-0.1157,0.9927,0.0332
169.0,1364.4497,723.3735,231.8605,-0.0975,0.9946,0.0360
170.0,1364.3756,724.2134,231.8918,-0.0782,0.9962,0.0382
171.0,1364.3176,725.0610,231.9250,-0.0579,0.9975,0.0399
172.0,1364.2772,725.9155,231.9597,-0.0365,0.9985,0.0411
173.0,1364.2554,726.7760,231.9954,-0.0139,0.9990,0.0418
174.0,1364.2536,727.6415,232.0317,0.0098,0.9991,0.0420
175.0,1364.2729,728.5111,232.0682,0.0347,0.9985,0.0418
176.0,1364.3145,729.3838,232.1044,0.0607,0.9973,0.0410
177.0,1364.3797,730.2588,232.1400,0.0880,0.9953,0.0399
178.0,1364.4697,731.1351,232.1744,0.1163,0.9925,0.0382
179.0,1364.5842,732.0120,232.2073,0.1417,0.9893,0.0360
180.0,1364.7196,732.8891,232.2382,0.1625,0.9861,0.0333
181.0,1364.8720,733.7663,232.2664,0.1790,0.9834,0.0300
182.0,1365.0375,734.6433,232.2916,0.1911,0.9812,0.0262
183.0,1365.2122,735.5199,232.3131,0.1989,0.9798,0.0219
184.0,1365.3921,736.3958,232.3306,0.2026,0.9791,0.0170
185.0,1365.5732,737.2707,232.3434,0.2021,0.9793,0.0116
186.0,1365.7517,738.1445,232.3511,0.1974,0.9803,0.0056
187.0,1365.9236,739.0169,232.3532,0.1885,0.9821,-0.0010
188.0,1366.0849,739.8877,232.3491,0.1752,0.9845,-0.0083
189.0,1366.2318,740.7566,232.3384,0.1574,0.9874,-0.0162
190.0,1366.3603,741.6233,232.3205,0.1350,0.9905,-0.0248
191.0,1366.4664,742.4877,232.2949,0.1078,0.9936,-0.0341
192.0,1366.5463,743.3495,232.2611,0.0757,0.9962,-0.0440
193.0,1366.5959,744.2085,232.2186,0.0387,0.9978,-0.0547
194.0,1366.6114,745.0643,232.1669,-0.0034,0.9978,-0.0660
195.0,1366.5888,745.9169,232.1055,-0.0503,0.9957,-0.0778
196.0,1366.5242,746.7658,232.0339,-0.1017,0.9907,-0.0900
197.0,1366.4137,747.6110,231.9515,-0.1571,0.9823,-0.1024
198.0,1366.2532,748.4521,231.8579,-0.2158,0.9697,-0.1149
199.0,1366.0399,749.2889,231.7528,-0.2733,0.9536,-0.1261
200.0,1365.7760,750.1218,231.6379,-0.3243,0.9364,-0.1343
201.0,1365.4657,750.9510,231.5153,-0.3689,0.9189,-0.1396
202.0,1365.1131,751.7768,231.3871,-0.4076,0.9020,-0.1424
203.0,1364.7222,752.5996,231.2557,-0.4408,0.8861,-0.1429
204.0,1364.2972,753.4197,231.1230,-0.4692,0.8718,-0.1411
205.0,1363.8422,754.2375,230.9914,-0.4930,0.8591,-0.1372
206.0,1363.3612,755.0532,230.8629,-0.5128,0.8484,-0.1314
207.0,1362.8584,755.8673,230.7397,-0.5289,0.8396,-0.1236
208.0,1362.3379,756.6800,230.6241,-0.5415,0.8329,-0.1140
209.0,1361.8038,757.4917,230.5182,-0.5509,0.8283,-0.1025
210.0,1361.2602,758.3027,230.4242,-0.5571,0.8257,-0.0890
211.0,1360.7111,759.1134,230.3441,-0.5602,0.8251,-0.0736
212.0,1360.1608,759.9240,230.2803,-0.5603,0.8264,-0.0560
213.0,1359.6132,760.7350,230.2349,-0.5571,0.8296,-0.0363
214.0,1359.0725,761.5466,230.2100,-0.5507,0.8346,-0.0143
215.0,1358.5429,762.3592,230.2079,-0.5408,0.8411,0.0103
216.0,1358.0283,763.1731,230.2306,-0.5270,0.8491,0.0374
217.0,1357.5329,763.9887,230.2804,-0.5091,0.8581,0.0673
218.0,1357.0594,764.8061,230.3583,-0.4900,0.8663,0.0968
219.0,1356.6067,765.6252,230.4624,-0.4715,0.8731,0.1240
220.0,1356.1732,766.4459,230.5904,-0.4539,0.8785,0.1489
221.0,1355.7574,767.2679,230.7401,-0.4373,0.8828,0.1714
222.0,1355.3577,768.0912,230.9090,-0.4219,0.8862,0.1913
223.0,1354.9725,768.9155,231.0950,-0.4079,0.8889,0.2087
224.0,1354.6003,769.7406,231.2956,-0.3953,0.8909,0.2236
225.0,1354.2394,770.5664,231.5087,-0.3843,0.8925,0.2360
226.0,1353.8883,771.3927,231.7318,-0.3750,0.8938,0.2459
227.0,1353.5454,772.2193,231.9627,-0.3673,0.8949,0.2534
228.0,1353.2092,773.0461,232.1991,-0.3614,0.8959,0.2583
229.0,1352.8780,773.8728,232.4387,-0.3572,0.8969,0.2608
230.0,1352.5503,774.6994,232.6792,-0.3547,0.8978,0.2609
231.0,1352.2245,775.5255,232.9182,-0.3541,0.8988,0.2585
232.0,1351.8990,776.3511,233.1535,-0.3552,0.8997,0.2536
233.0,1351.5723,777.1760,233.3827,-0.3581,0.9006,0.2463
234.0,1351.2427,778.0000,233.6036,-0.3628,0.9014,0.2364
235.0,1350.9088,778.8229,233.8139,-0.3693,0.9019,0.2239
236.0,1350.5689,779.6445,234.0112,-0.3774,0.9022,0.2089
237.0,1350.2215,780.4647,234.1932,-0.3872,0.9020,0.1912
238.0,1349.8649,781.2834,234.3577,-0.3985,0.9011,0.1707
239.0,1349.4978,782.1002,234.5028,-0.4107,0.8995,0.1490
240.0,1349.1198,782.9148,234.6283,-0.4230,0.8971,0.1279
241.0,1348.7307,783.7269,234.7349,-0.4352,0.8939,0.1074
242.0,1348.3304,784.5362,234.8232,-0.4473,0.8901,0.0875
243.0,1347.9188,785.3421,234.8939,-0.4595,0.8855,0.0682
244.0,1347.4958,786.1444,234.9474,-0.4717,0.8804,0.0497
245.0,1347.0612,786.9426,234.9843,-0.4839,0.8745,0.0318
246.0,1346.6148,787.7364,235.0054,-0.4961,0.8682,0.0146
247.0,1346.1566,788.5253,235.0111,-0.5083,0.8612,-0.0019
248.0,1345.6865,789.3091,235.0021,-0.5205,0.8537,-0.0177
249.0,1345.2042,790.0873,234.9789,-0.5327,0.8457,-0.0328
250.0,1344.7098,790.8595,234.9421,-0.5449,0.8372,-0.0472
251.0,1344.2029,791.6254,234.8924,-0.5572,0.8282,-0.0608
252.0,1343.6836,792.3846,234.8303,-0.5694,0.8187,-0.0738
253.0,1343.1517,793.1367,234.7565,-0.5817,0.8088,-0.0860
254.0,1342.6071,793.8813,234.6714,-0.5940,0.7985,-0.0975
255.0,1342.0496,794.6180,234.5758,-0.6064,0.7878,-0.1083
256.0,1341.4790,795.3465,234.4701,-0.6188,0.7766,-0.1184
257.0,1340.8954,796.0664,234.3550,-0.6312,0.7650,-0.1279
258.0,1340.2985,796.7773,234.2312,-0.6436,0.7531,-0.1366
259.0,1339.6882,797.4787,234.0991,-0.6561,0.7407,-0.1446
260.0,1339.0644,798.1704,233.9593,-0.6685,0.7280,-0.1520
261.0,1338.4270,798.8520,233.8126,-0.6810,0.7149,-0.1586
262.0,1337.7758,799.5230,233.6594,-0.6935,0.7014,-0.1646
263.0,1337.1107,800.1831,233.5003,-0.7060,0.6875,-0.1699
264.0,1336.4316,800.8319,233.3360,-0.7185,0.6733,-0.1746
265.0,1335.7383,801.4691,233.1670,-0.7309,0.6587,-0.1786
266.0,1335.0307,802.0942,232.9940,-0.7434,0.6437,-0.1819
267.0,1334.3088,802.7068,232.8175,-0.7557,0.6283,-0.1845
268.0,1333.5722,803.3066,232.6381,-0.7681,0.6126,-0.1865
269.0,1332.8210,803.8933,232.4563,-0.7803,0.5965,-0.1879
270.0,1332.0551,804.4663,232.2729,-0.7924,0.5801,-0.1886
271.0,1331.2742,805.0254,232.0884,-0.8045,0.5632,-0.1886
272.0,1330.4782,805.5701,231.9034,-0.8164,0.5460,-0.1880
273.0,1329.6670,806.1002,231.7185,-0.8281,0.5286,-0.1868
274.0,1328.8413,806.6158,231.5343,-0.8384,0.5128,-0.1849
275.0,1328.0030,807.1191,231.3516,-0.8469,0.4996,-0.1823
276.0,1327.1544,807.6121,231.1712,-0.8537,0.4889,-0.1791
277.0,1326.2977,808.0969,230.9939,-0.8591,0.4809,-0.1753
278.0,1325.4352,808.5756,230.8205,-0.8630,0.4755,-0.1708
279.0,1324.5691,809.0505,230.6519,-0.8655,0.4727,-0.1657
280.0,1323.7017,809.5236,230.4887,-0.8667,0.4725,-0.1600
281.0,1322.8351,809.9970,230.3318,-0.8665,0.4749,-0.1537
282.0,1321.9716,810.4728,230.1820,-0.8650,0.4799,-0.1466
283.0,1321.1134,810.9533,230.0401,-0.8620,0.4876,-0.1389
284.0,1320.2629,811.4405,229.9069,-0.8574,0.4978,-0.1303
285.0,1319.4221,811.9365,229.7832,-0.8512,0.5108,-0.1210
286.0,1318.5934,812.4435,229.6697,-0.8430,0.5263,-0.1108
287.0,1317.7790,812.9635,229.5673,-0.8328,0.5445,-0.0997
288.0,1316.9812,813.4988,229.4768,-0.8203,0.5652,-0.0877
289.0,1316.2020,814.0514,229.3989,-0.8051,0.5884,-0.0746
290.0,1315.4439,814.6235,229.3345,-0.7871,0.6139,-0.0605
291.0,1314.7084,815.2163,229.2842,-0.7683,0.6384,-0.0458
292.0,1313.9935,815.8261,229.2479,-0.7528,0.6575,-0.0314
293.0,1313.2959,816.4474,229.2251,-0.7408,0.6715,-0.0173
294.0,1312.6126,817.0750,229.2155,-0.7328,0.6804,-0.0035
295.0,1311.9403,817.7034,229.2186,-0.7290,0.6844,0.0102
296.0,1311.2758,818.3272,229.2340,-0.7296,0.6834,0.0236
297.0,1310.6159,818.9411,229.2612,-0.7347,0.6773,0.0369
298.0,1309.9575,819.5397,229.3000,-0.7445,0.6658,0.0501
299.0,1309.2973,820.1176,229.3498,-0.7587,0.6483,0.0633
300.0,1308.6322,820.6694,229.4102,-0.7774,0.6243,0.0763
301.0,1307.9590,821.1897,229.4809,-0.8002,0.5931,0.0892
302.0,1307.2750,821.6741,229.5613,-0.8241,0.5572,0.1015
303.0,1306.5805,822.1225,229.6503,-0.8460,0.5212,0.1123
304.0,1305.8765,822.5363,229.7466,-0.8659,0.4852,0.1217
305.0,1305.1644,822.9167,229.8490,-0.8838,0.4496,0.1297
306.0,1304.4451,823.2651,229.9562,-0.8998,0.4146,0.1360
307.0,1303.7198,823.5829,230.0670,-0.9140,0.3804,0.1408
308.0,1302.9897,823.8714,230.1800,-0.9267,0.3472,0.1440
309.0,1302.2559,824.1319,230.2941,-0.9379,0.3150,0.1456
310.0,1301.5195,824.3658,230.4079,-0.9477,0.2841,0.1456
311.0,1300.7816,824.5744,230.5202,-0.9563,0.2544,0.1440
312.0,1300.0434,824.7591,230.6298,-0.9639,0.2261,0.1407
313.0,1299.3060,824.9212,230.7353,-0.9705,0.1992,0.1358
314.0,1298.5705,825.0620,230.8354,-0.9763,0.1737,0.1291
315.0,1297.8381,825.1828,230.9290,-0.9813,0.1496,0.1208
316.0,1297.1099,825.2851,231.0148,-0.9857,0.1269,0.1106
317.0,1296.3871,825.3702,231.0915,-0.9895,0.1057,0.0985
318.0,1295.6707,825.4393,231.1577,-0.9927,0.0858,0.0845
319.0,1294.9619,825.4939,231.2124,-0.9954,0.0674,0.0684
320.0,1294.2619,825.5353,231.2541,-0.9975,0.0505,0.0500
321.0,1293.5718,825.5647,231.2817,-0.9990,0.0350,0.0293
322.0,1292.8926,825.5836,231.2939,-0.9998,0.0209,0.0060
323.0,1292.2256,825.5934,231.2893,-0.9998,0.0084,-0.0202
324.0,1291.5718,825.5952,231.2668,-0.9988,-0.0025,-0.0493
325.0,1290.9324,825.5905,231.2250,-0.9966,-0.0118,-0.0817
326.0,1290.3086,825.5807,231.1628,-0.9929,-0.0194,-0.1176
327.0,1289.7014,825.5669,231.0788,-0.9872,-0.0251,-0.1572
328.0,1289.1121,825.5507,230.9718,-0.9792,-0.0287,-0.2008
329.0,1288.5416,825.5333,230.8405,-0.9682,-0.0303,-0.2485
330.0,1287.9913,825.5161,230.6836,-0.9534,-0.0295,-0.3003
331.0,1287.4621,825.5004,230.4999,-0.9341,-0.0262,-0.3560
332.0,1286.9552,825.4875,230.2881,-0.9094,-0.0202,-0.4154
333.0,1286.4718,825.4789,230.0470,-0.8785,-0.0114,-0.4776
334.0,1286.0130,825.4757,229.7752,-0.8406,0.0001,-0.5417
335.0,1285.5799,825.4795,229.4716,-0.7952,0.0144,-0.6061
336.0,1285.1737,825.4914,229.1348,-0.7424,0.0312,-0.6693
337.0,1284.7955,825.5129,228.7636,-0.6824,0.0501,-0.7292
338.0,1284.4464,825.5453,228.3568,-0.6164,0.0706,-0.7842
