s,x,y,z_dem,z_ceil,tau,sigma_tau,span,coverage,ghost_frac,class
45.0,1378.105,626.920,170.570,169.714,0.856,1.480,12.15,1.00,0.000,intact
46.0,1378.358,627.887,170.520,169.528,0.992,1.480,12.01,1.00,0.000,intact
47.0,1378.616,628.852,170.550,169.191,1.359,1.480,12.20,0.99,0.000,intact
48.0,1378.879,629.816,170.580,169.145,1.435,1.480,12.42,1.00,0.000,intact
49.0,1379.146,630.778,170.570,169.330,1.240,1.480,12.38,1.00,0.000,intact
50.0,1379.417,631.739,170.550,170.146,0.404,1.480,12.14,1.00,0.000,intact
51.0,1379.693,632.699,170.540,170.498,0.042,1.480,12.21,1.00,0.000,intact
52.0,1379.974,633.657,170.540,170.452,0.088,1.480,12.28,1.00,0.000,intact
53.0,1380.258,634.614,170.620,170.397,0.223,1.480,12.39,1.00,0.000,intact
54.0,1380.547,635.570,170.460,170.344,0.116,1.480,12.39,0.94,0.000,skylight
55.0,1380.840,636.525,170.240,171.262,-1.022,1.480,12.31,0.94,0.000,skylight
56.0,1381.136,637.479,170.250,171.233,-0.983,1.480,12.08,0.99,0.000,skylight
57.0,1381.436,638.432,170.480,171.194,-0.714,1.480,12.02,1.00,0.000,inconsistent
58.0,1381.739,639.384,170.620,171.152,-0.532,1.480,11.83,1.00,0.000,inconsistent
59.0,1382.046,640.335,170.680,171.158,-0.478,1.480,11.67,1.00,0.000,inconsistent
60.0,1382.356,641.285,170.720,170.753,-0.033,1.480,11.61,1.00,0.000,inconsistent
61.0,1382.669,642.235,170.790,170.531,0.259,1.480,11.44,0.99,0.000,intact
62.0,1382.984,643.184,170.820,169.565,1.255,1.480,11.23,1.00,0.000,intact
63.0,1383.302,644.132,170.790,168.361,2.429,1.480,10.48,1.00,0.000,intact
64.0,1383.622,645.079,170.860,168.532,2.328,1.480,10.41,1.00,0.000,intact
65.0,1383.944,646.025,170.860,168.643,2.217,1.480,10.10,1.00,0.000,intact
66.0,1384.268,646.971,170.880,168.697,2.183,1.480,10.07,1.00,0.000,intact
67.0,1384.593,647.915,170.930,168.733,2.197,1.480,10.22,1.00,0.000,intact
68.0,1384.918,648.858,171.010,168.780,2.230,1.480,10.02,1.00,0.000,intact
69.0,1385.245,649.799,171.100,169.537,1.563,1.480,10.11,1.00,0.000,intact
70.0,1385.571,650.738,171.110,169.640,1.470,1.480,9.80,1.00,0.000,intact
71.0,1385.897,651.675,171.250,168.935,2.315,1.480,10.22,1.00,0.000,intact
72.0,1386.222,652.608,171.290,168.890,2.400,1.480,10.29,1.00,0.000,intact
73.0,1386.546,653.539,171.310,169.210,2.099,1.480,10.43,1.00,0.000,intact
74.0,1386.866,654.467,171.360,169.427,1.933,1.480,11.13,1.00,0.000,intact
75.0,1387.177,655.394,171.450,169.629,1.821,1.480,11.60,1.00,0.000,intact
76.0,1387.474,656.324,171.600,170.378,1.222,1.480,11.90,1.00,0.000,intact
77.0,1387.755,657.257,171.730,170.502,1.228,1.480,12.22,1.00,0.000,intact
78.0,1388.012,658.195,172.050,170.535,1.515,1.480,13.22,0.94,0.000,intact
79.0,1388.243,659.141,172.060,170.687,1.373,1.480,14.84,1.00,0.000,intact
80.0,1388.440,660.095,172.190,170.804,1.386,1.480,15.32,1.00,0.000,intact
81.0,1388.600,661.059,172.340,170.737,1.603,1.480,15.18,1.00,0.000,intact
82.0,1388.715,662.032,172.470,170.972,1.498,1.480,15.20,1.00,0.000,intact
83.0,1388.779,663.014,172.630,170.700,1.931,1.480,15.23,1.00,0.000,intact
84.0,1388.788,664.002,172.750,170.941,1.809,1.480,15.39,1.00,0.000,intact
85.0,1388.737,664.993,172.790,170.985,1.805,1.480,16.27,1.00,0.000,intact
86.0,1388.622,665.982,172.790,171.809,0.981,1.480,16.88,1.00,0.000,intact
87.0,1388.443,666.964,172.790,171.752,1.038,1.480,15.85,1.00,0.000,intact
88.0,1388.206,667.936,172.780,171.655,1.125,1.480,16.47,1.00,0.000,intact
89.0,1387.920,668.894,172.840,172.574,0.266,1.480,17.25,1.00,0.000,skylight
90.0,1387.594,669.838,172.820,172.532,0.288,1.480,16.96,0.96,0.000,skylight
91.0,1387.235,670.768,172.850,172.681,0.169,1.480,15.92,0.96,0.000,skylight
92.0,1386.848,671.686,172.770,172.588,0.182,1.480,15.68,0.94,0.000,skylight
93.0,1386.439,672.593,172.650,172.162,0.487,1.480,16.04,0.93,0.000,skylight
94.0,1386.013,673.489,172.550,171.831,0.719,1.480,14.68,0.93,0.000,skylight
95.0,1385.572,674.377,172.540,171.432,1.108,1.480,14.47,0.90,0.000,skylight
96.0,1385.121,675.257,172.540,172.304,0.236,1.480,13.58,0.86,0.000,skylight
97.0,1384.661,676.132,172.510,172.355,0.155,1.480,13.67,0.88,0.000,skylight
98.0,1384.196,677.003,172.540,172.196,0.344,1.480,13.33,0.94,0.000,skylight
99.0,1383.727,677.871,172.590,171.880,0.710,1.480,12.65,1.00,0.000,skylight
100.0,1383.257,678.737,172.600,172.146,0.454,1.480,11.61,1.00,0.000,intact
101.0,1382.787,679.602,172.580,169.885,2.696,1.480,10.88,0.94,0.000,intact
102.0,1382.319,680.468,172.540,169.392,3.148,1.480,10.89,1.00,0.000,intact
103.0,1381.855,681.336,172.600,169.373,3.227,1.480,10.24,1.00,0.000,intact
104.0,1381.396,682.206,172.500,169.328,3.172,1.480,10.00,1.00,0.000,intact
105.0,1380.941,683.078,172.420,169.288,3.132,1.480,10.26,1.00,0.000,intact
106.0,1380.490,683.952,172.340,169.242,3.098,1.480,10.19,1.00,0.000,intact
107.0,1380.043,684.828,172.280,169.349,2.931,1.480,10.09,1.00,0.000,intact
108.0,1379.599,685.706,172.090,168.968,3.122,1.480,10.22,1.00,0.000,intact
109.0,1379.157,686.585,171.830,168.789,3.041,1.480,11.15,0.97,0.000,intact
110.0,1378.717,687.466,171.780,168.447,3.333,1.480,11.55,1.00,0.000,intact
111.0,1378.279,688.347,171.840,168.373,3.467,1.480,11.44,0.99,0.000,intact
112.0,1377.842,689.230,171.870,168.412,3.457,1.480,11.48,1.00,0.000,intact
113.0,1377.405,690.114,171.870,168.301,3.569,1.480,11.62,1.00,0.000,intact
114.0,1376.969,690.999,171.800,168.267,3.533,1.480,11.23,1.00,0.000,intact
115.0,1376.533,691.884,171.830,167.518,4.313,1.480,10.99,1.00,0.000,intact
116.0,1376.096,692.770,171.950,167.880,4.070,1.480,11.02,1.00,0.000,intact
117.0,1375.659,693.656,171.950,163.713,8.237,1.480,11.13,1.00,0.000,intact
118.0,1375.219,694.543,171.870,163.528,8.342,1.480,11.23,1.00,0.000,intact
119.0,1374.778,695.429,171.850,163.141,8.709,1.480,11.06,1.00,0.000,intact
120.0,1374.334,696.316,171.810,166.914,4.896,1.480,10.19,1.00,0.000,intact
121.0,1373.888,697.202,171.810,168.113,3.697,1.480,10.04,1.00,0.000,intact
122.0,1373.437,698.087,171.810,167.029,4.781,1.480,10.28,1.00,0.000,intact
123.0,1372.983,698.971,171.790,166.921,4.869,1.480,9.66,1.00,0.000,intact
124.0,1372.525,699.855,171.780,166.496,5.284,1.480,9.68,1.00,0.000,intact
125.0,1372.064,700.738,171.750,167.091,4.659,1.480,9.47,1.00,0.000,intact
126.0,1371.602,701.621,171.790,167.406,4.384,1.480,8.89,1.00,0.000,intact
127.0,1371.140,702.505,171.830,167.305,4.525,1.480,8.67,1.00,0.000,intact
128.0,1370.678,703.390,171.820,167.122,4.698,1.480,8.46,1.00,0.000,intact
129.0,1370.220,704.277,171.930,167.407,4.523,1.480,8.72,1.00,0.000,intact
130.0,1369.765,705.166,171.960,167.340,4.620,1.480,9.66,1.00,0.000,intact
131.0,1369.315,706.058,171.920,167.298,4.622,1.480,10.13,1.00,0.000,intact
132.0,1368.872,706.954,172.020,167.342,4.678,1.480,10.45,1.00,0.000,intact
133.0,1368.438,707.854,172.010,167.346,4.664,1.480,10.88,1.00,0.000,intact
134.0,1368.013,708.759,172.220,167.446,4.774,1.480,11.44,1.00,0.000,intact
135.0,1367.601,709.670,172.250,167.475,4.775,1.480,12.01,1.00,0.000,intact
136.0,1367.201,710.586,172.250,167.466,4.784,1.480,12.38,1.00,0.000,intact
137.0,1366.817,711.510,172.330,167.399,4.931,1.480,12.73,1.00,0.000,intact
138.0,1366.449,712.439,172.370,167.234,5.136,1.480,12.93,1.00,0.000,intact
139.0,1366.100,713.376,172.480,166.989,5.491,1.480,12.95,1.00,0.000,intact
140.0,1365.771,714.321,172.530,166.911,5.619,1.480,12.38,1.00,0.000,intact
141.0,1365.463,715.272,172.710,166.783,5.927,1.480,12.14,1.00,0.000,intact
142.0,1365.176,716.230,172.700,167.538,5.161,1.480,11.48,1.00,0.000,intact
143.0,1364.911,717.194,172.720,167.536,5.184,1.480,9.92,1.00,0.000,intact
144.0,1364.668,718.164,172.750,166.748,6.002,1.480,9.44,1.00,0.000,intact
145.0,1364.448,719.140,172.760,166.738,6.022,1.480,9.43,1.00,0.000,intact
146.0,1364.251,720.120,172.760,166.986,5.774,1.480,10.07,1.00,0.000,intact
147.0,1364.078,721.105,172.770,166.991,5.779,1.480,10.67,1.00,0.000,intact
148.0,1363.929,722.094,172.820,166.881,5.939,1.480,10.58,1.00,0.000,intact
149.0,1363.805,723.086,172.820,166.877,5.943,1.480,10.57,1.00,0.000,intact
150.0,1363.708,724.081,172.860,166.646,6.214,1.480,10.56,1.00,0.000,intact
151.0,1363.637,725.078,172.850,166.225,6.625,1.480,10.10,1.00,0.000,intact
152.0,1363.594,726.077,172.860,166.598,6.262,1.480,9.64,1.00,0.000,intact
153.0,1363.580,727.076,172.870,166.607,6.263,1.480,8.82,1.00,0.000,intact
154.0,1363.595,728.076,172.910,166.480,6.430,1.480,8.89,1.00,0.000,intact
155.0,1363.641,729.074,172.920,166.608,6.312,1.480,9.35,1.00,0.000,intact
156.0,1363.719,730.070,173.000,166.845,6.155,1.480,11.28,1.00,0.000,intact
157.0,1363.829,731.063,173.000,166.987,6.013,1.480,13.08,1.00,0.000,intact
158.0,1363.973,732.051,173.030,167.186,5.844,1.480,14.28,1.00,0.000,intact
159.0,1364.148,733.033,173.090,167.252,5.838,1.480,18.22,1.00,0.000,intact
160.0,1364.348,734.011,173.050,167.171,5.879,1.480,19.65,1.00,0.000,intact
161.0,1364.567,734.985,173.060,167.217,5.843,1.480,26.56,1.00,0.000,intact
162.0,1364.797,735.956,173.070,167.283,5.787,1.480,23.75,1.00,0.000,intact
163.0,1365.031,736.926,173.110,167.547,5.563,1.480,10.30,1.00,0.000,intact
164.0,1365.263,737.897,173.130,167.694,5.436,1.480,9.84,1.00,0.000,intact
165.0,1365.485,738.870,173.150,167.742,5.408,1.480,10.34,1.00,0.000,intact
166.0,1365.690,739.848,173.230,167.600,5.630,1.480,10.71,1.00,0.000,intact
167.0,1365.870,740.831,173.280,167.535,5.745,1.480,11.35,1.00,0.000,intact
168.0,1366.017,741.820,173.370,167.802,5.568,1.480,11.37,1.00,0.000,intact
169.0,1366.123,742.815,173.390,168.369,5.021,1.480,10.64,1.00,0.000,intact
170.0,1366.178,743.813,173.460,168.509,4.951,1.480,10.63,0.99,0.000,intact
171.0,1366.177,744.812,173.540,168.541,4.999,1.480,10.39,1.00,0.000,intact
172.0,1366.111,745.807,173.660,168.086,5.574,1.480,10.66,1.00,0.000,intact
173.0,1365.979,746.795,173.780,167.438,6.342,1.480,10.67,1.00,0.000,intact
174.0,1365.776,747.768,173.750,167.358,6.392,1.480,10.67,1.00,0.000,intact
175.0,1365.506,748.721,173.790,167.280,6.510,1.480,30.49,1.00,0.000,intact
176.0,1365.181,749.656,173.820,167.021,6.799,1.480,31.31,1.00,0.000,intact
177.0,1364.810,750.571,173.900,166.841,7.059,1.480,31.42,1.00,0.000,intact
178.0,1364.402,751.469,173.900,166.590,7.310,1.480,31.60,1.00,0.000,intact
179.0,1363.963,752.353,173.970,167.903,6.067,1.480,31.20,1.00,0.000,intact
180.0,1363.500,753.225,174.060,167.004,7.056,1.480,29.55,1.00,0.000,intact
181.0,1363.017,754.086,174.100,166.399,7.701,1.480,8.20,1.00,0.000,intact
182.0,1362.518,754.940,174.150,166.243,7.907,1.480,8.48,1.00,0.000,intact
183.0,1362.007,755.788,174.200,166.172,8.028,1.480,8.51,1.00,0.000,intact
184.0,1361.486,756.632,174.290,165.896,8.394,1.480,8.28,1.00,0.000,intact
185.0,1360.959,757.473,174.350,165.688,8.662,1.480,8.11,1.00,0.000,intact
186.0,1360.427,758.314,174.430,165.561,8.869,1.480,8.02,1.00,0.000,intact
187.0,1359.894,759.157,174.480,165.486,8.994,1.480,7.31,1.00,0.000,intact
188.0,1359.362,760.001,174.630,167.505,7.125,1.480,7.00,1.00,0.000,intact
189.0,1358.835,760.850,174.810,167.350,7.460,1.480,7.15,1.00,0.000,intact
190.0,1358.314,761.704,174.880,166.241,8.639,1.480,7.50,1.00,0.000,intact
191.0,1357.803,762.563,174.920,166.604,8.316,1.480,7.72,1.00,0.000,intact
192.0,1357.305,763.429,174.980,165.143,9.837,1.480,7.83,1.00,0.000,intact
193.0,1356.821,764.300,175.070,165.155,9.915,1.480,8.04,1.00,0.000,intact
194.0,1356.350,765.174,175.120,166.734,8.386,1.480,7.92,1.00,0.000,intact
195.0,1355.892,766.052,175.300,167.206,8.094,1.480,7.87,1.00,0.000,intact
196.0,1355.445,766.932,175.460,166.967,8.493,1.480,7.92,1.00,0.000,intact
197.0,1355.009,767.812,175.480,165.915,9.565,1.480,7.79,0.97,0.000,intact
198.0,1354.584,768.694,175.540,166.054,9.486,1.480,8.09,0.96,0.000,intact
199.0,1354.168,769.576,175.570,166.975,8.595,1.480,8.38,1.00,0.000,intact
200.0,1353.760,770.458,175.570,166.633,8.937,1.480,8.18,1.00,0.000,intact
201.0,1353.359,771.341,175.610,166.653,8.957,1.480,8.63,1.00,0.000,intact
202.0,1352.964,772.223,175.580,167.361,8.219,1.480,8.88,1.00,0.000,intact
203.0,1352.573,773.105,175.640,167.622,8.018,1.480,9.03,1.00,0.000,intact
204.0,1352.185,773.987,175.670,167.363,8.307,1.480,8.42,1.00,0.000,intact
205.0,1351.800,774.870,175.700,167.262,8.438,1.480,7.50,1.00,0.000,intact
206.0,1351.415,775.753,175.720,167.798,7.922,1.480,7.69,1.00,0.000,intact
207.0,1351.029,776.636,175.750,168.062,7.688,1.480,8.24,1.00,0.000,intact
208.0,1350.641,777.521,175.790,167.978,7.811,1.480,9.07,1.00,0.000,intact
209.0,1350.249,778.406,175.830,167.886,7.944,1.480,9.33,1.00,0.000,intact
210.0,1349.853,779.293,175.890,167.682,8.208,1.480,9.42,1.00,0.000,intact
211.0,1349.450,780.180,175.880,167.711,8.169,1.480,9.74,1.00,0.000,intact
212.0,1349.040,781.068,175.970,168.514,7.456,1.480,10.03,1.00,0.000,intact
213.0,1348.621,781.957,176.020,167.968,8.052,1.480,10.29,1.00,0.000,intact
214.0,1348.192,782.845,176.030,168.010,8.020,1.480,10.70,1.00,0.000,intact
215.0,1347.752,783.732,176.080,168.459,7.621,1.480,11.22,1.00,0.000,intact
216.0,1347.302,784.617,176.090,169.796,6.294,1.480,11.87,1.00,0.000,intact
217.0,1346.840,785.499,176.210,169.888,6.322,1.480,11.87,1.00,0.000,intact
218.0,1346.367,786.377,176.280,169.965,6.315,1.480,11.65,1.00,0.000,intact
219.0,1345.882,787.250,176.290,170.068,6.222,1.480,11.80,1.00,0.000,intact
220.0,1345.386,788.117,176.330,170.047,6.283,1.480,12.29,1.00,0.000,intact
221.0,1344.878,788.979,176.350,170.513,5.837,1.480,12.58,1.00,0.000,intact
222.0,1344.357,789.832,176.340,170.548,5.792,1.480,12.48,1.00,0.000,intact
223.0,1343.823,790.678,176.390,170.684,5.706,1.480,12.58,1.00,0.000,intact
224.0,1343.277,791.514,176.400,170.508,5.892,1.480,12.00,1.00,0.000,intact
225.0,1342.719,792.341,176.510,170.492,6.018,1.480,11.88,1.00,0.000,intact
226.0,1342.147,793.158,176.570,170.207,6.363,1.480,11.90,1.00,0.000,intact
227.0,1341.562,793.964,176.610,170.105,6.505,1.480,12.00,1.00,0.000,intact
228.0,1340.963,794.758,176.690,169.999,6.691,1.480,12.18,1.00,0.000,intact
229.0,1340.351,795.541,176.720,169.629,7.091,1.480,12.04,1.00,0.000,intact
230.0,1339.725,796.310,176.890,169.477,7.413,1.480,12.09,1.00,0.000,intact
231.0,1339.086,797.066,177.000,169.331,7.669,1.480,11.93,1.00,0.000,intact
232.0,1338.432,797.809,177.080,169.503,7.577,1.480,11.35,1.00,0.000,intact
233.0,1337.765,798.537,177.160,169.707,7.454,1.480,11.02,1.00,0.000,intact
234.0,1337.084,799.250,177.320,169.418,7.902,1.480,10.68,1.00,0.000,intact
235.0,1336.389,799.949,177.350,169.258,8.092,1.480,10.59,1.00,0.000,intact
236.0,1335.680,800.631,177.450,168.850,8.600,1.480,10.48,1.00,0.000,intact
237.0,1334.958,801.298,177.530,168.492,9.038,1.480,10.39,1.00,0.000,intact
238.0,1334.221,801.948,177.610,168.301,9.309,1.480,10.42,1.00,0.000,intact
239.0,1333.471,802.581,177.960,168.138,9.822,1.480,10.69,1.00,0.000,intact
240.0,1332.708,803.198,178.290,167.995,10.295,1.480,9.96,1.00,0.000,intact
241.0,1331.931,803.797,178.360,167.387,10.973,1.480,10.12,1.00,0.000,intact
242.0,1331.141,804.378,178.360,167.114,11.246,1.480,10.14,1.00,0.000,intact
243.0,1330.338,804.941,178.420,166.623,11.797,1.480,11.59,1.00,0.000,intact
244.0,1329.523,805.486,178.360,166.494,11.866,1.480,11.74,1.00,0.000,intact
245.0,1328.696,806.015,178.210,166.771,11.439,1.480,11.25,1.00,0.000,intact
246.0,1327.860,806.528,178.160,167.401,10.759,1.480,12.52,1.00,0.000,intact
247.0,1327.015,807.029,178.130,167.214,10.916,1.480,11.93,1.00,0.000,intact
248.0,1326.164,807.519,178.140,166.254,11.886,1.480,11.57,1.00,0.000,intact
249.0,1325.306,808.001,178.160,166.075,12.085,1.480,10.89,1.00,0.000,intact
250.0,1324.445,808.477,178.160,166.219,11.941,1.480,10.49,1.00,0.000,intact
251.0,1323.579,808.948,178.200,165.281,12.919,1.480,10.71,1.00,0.000,intact
252.0,1322.712,809.417,178.200,165.116,13.084,1.480,10.58,1.00,0.000,intact
253.0,1321.843,809.886,178.200,165.217,12.983,1.480,9.89,1.00,0.000,intact
254.0,1320.974,810.356,178.280,165.740,12.540,1.480,9.98,1.00,0.000,intact
255.0,1320.105,810.830,178.300,165.831,12.469,1.480,10.39,1.00,0.000,intact
256.0,1319.238,811.310,178.360,165.737,12.623,1.480,10.50,1.00,0.000,intact
257.0,1318.374,811.798,178.410,165.836,12.574,1.480,10.36,1.00,0.000,intact
258.0,1317.515,812.296,178.440,165.964,12.476,1.480,10.09,1.00,0.000,intact
259.0,1316.662,812.807,178.500,165.857,12.643,1.480,10.07,1.00,0.000,intact
260.0,1315.817,813.333,178.500,165.520,12.980,1.480,9.86,1.00,0.000,intact
261.0,1314.981,813.878,178.580,165.665,12.915,1.480,9.48,1.00,0.000,intact
262.0,1314.159,814.443,178.620,165.814,12.806,1.480,9.39,1.00,0.000,intact
263.0,1313.351,815.031,178.660,165.831,12.829,1.480,9.21,1.00,0.000,intact
264.0,1312.563,815.646,178.660,166.028,12.632,1.480,9.35,1.00,0.000,intact
265.0,1311.796,816.288,178.790,167.402,11.388,1.480,9.49,1.00,0.000,intact
266.0,1311.049,816.952,178.860,167.673,11.187,1.480,9.76,1.00,0.000,intact
267.0,1310.317,817.633,178.870,167.732,11.138,1.480,9.56,1.00,0.000,intact
268.0,1309.597,818.325,178.910,167.754,11.156,1.480,9.44,1.00,0.000,intact
269.0,1308.883,819.023,178.900,167.763,11.137,1.480,9.60,1.00,0.000,intact
270.0,1308.169,819.721,179.050,167.793,11.257,1.480,9.77,1.00,0.000,intact
271.0,1307.448,820.411,179.050,167.542,11.508,1.480,10.03,1.00,0.000,intact
272.0,1306.714,821.086,179.110,167.348,11.762,1.480,10.39,1.00,0.000,intact
273.0,1305.958,821.738,179.190,167.345,11.845,1.480,10.06,1.00,0.000,intact
274.0,1305.173,822.355,179.240,167.373,11.868,1.480,9.45,0.99,0.000,intact
275.0,1304.353,822.926,179.260,167.338,11.922,1.480,9.36,1.00,0.000,intact
276.0,1303.498,823.443,179.330,167.375,11.955,1.480,9.54,1.00,0.000,intact
277.0,1302.607,823.896,179.370,167.276,12.094,1.480,8.83,1.00,0.000,intact
278.0,1301.684,824.277,179.370,166.330,13.040,1.480,8.77,1.00,0.000,intact
279.0,1300.731,824.579,179.410,165.565,13.845,1.480,8.98,1.00,0.000,intact
280.0,1299.757,824.798,179.410,165.559,13.851,1.480,8.96,1.00,0.000,intact
281.0,1298.769,824.938,179.430,165.290,14.140,1.480,8.35,1.00,0.000,intact
282.0,1297.774,825.013,179.500,165.493,14.007,1.480,7.86,1.00,0.000,intact
283.0,1296.778,825.034,179.530,165.734,13.796,1.480,6.84,1.00,0.000,intact
284.0,1295.783,825.012,179.540,166.161,13.379,1.480,6.07,1.00,0.000,intact
285.0,1294.790,824.957,179.550,166.271,13.279,1.480,6.08,1.00,0.000,intact
286.0,1293.800,824.876,179.590,166.265,13.325,1.480,6.39,1.00,0.000,intact
287.0,1292.814,824.778,179.700,166.276,13.424,1.480,6.70,1.00,0.000,intact
288.0,1291.832,824.668,179.800,166.454,13.346,1.480,7.03,0.97,0.000,intact
289.0,1290.852,824.553,179.820,166.507,13.313,1.480,7.12,0.96,0.000,intact
290.0,1289.875,824.439,179.960,166.691,13.269,1.480,7.54,0.83,0.000,intact
291.0,1288.901,824.333,180.160,166.910,13.250,1.480,7.59,0.85,0.000,intact
292.0,1287.930,824.240,180.260,167.130,13.130,1.480,7.78,0.82,0.000,intact
293.0,1286.963,824.168,180.380,167.363,13.017,1.480,8.06,0.89,0.000,intact
294.0,1286.000,824.125,180.720,167.051,13.669,1.480,8.07,0.92,0.000,intact
295.0,1285.045,824.120,180.830,167.728,13.102,1.480,7.78,0.93,0.000,intact
296.0,1284.100,824.162,180.960,167.515,13.445,1.480,7.25,0.88,0.000,intact
297.0,1283.172,824.264,181.000,167.656,13.344,1.480,6.75,0.82,0.000,intact
298.0,1282.269,824.436,181.000,167.928,13.072,1.480,6.15,0.86,0.000,intact
299.0,1281.402,824.691,181.090,168.144,12.946,1.480,6.60,0.93,0.000,intact
300.0,1280.584,825.037,181.080,168.076,13.004,1.480,7.02,0.96,0.000,intact
301.0,1279.831,825.479,181.090,168.219,12.871,1.480,7.78,0.94,0.000,intact
