longitude,latitude,Label:string,TypeCode:string,Priority:string,APC_Diameter:string,APC_Depth:string,Comment:string,Feature:string
241.57867,-13.87384,CC0678,srp,3,n/a,n/a,Small rimless pit,point
241.57617,-13.75732,CC0679,srp,3,n/a,n/a,Small rimless pit,point
241.43799,-13.40186,CC0680,srp,2,n/a,n/a,Small rimless pit,point
242.03333,-17.71973,CC0681,srp,2,n/a,n/a,Small rimless pit,point
241.99286,-17.63374,CC0682,srp,2,n/a,n/a,Small rimless pit,point
242.05652,-1.9762,CC0683,srp,3,n/a,n/a,Small rimless pit,point
258.89038,13.68774,CC0684,srp,3,n/a,n/a,Interesting trio,point
258.89893,13.68127,CC0685,srp,3,n/a,n/a,Interesting trio,point
285.14276,15.15173,CC0686,srp,2,n/a,n/a,Kasei Flow candidate i=60 smrp,point
302.59482,26.56631,CC0687,srp,3,n/a,n/a,Kasei collapse region i=40-smrp,point
302.37512,26.48032,CC0688,srp,3,n/a,n/a,Kasei collapse region i=40 - smrp,point
303.05383,27.46716,CC0689,srp,3,n/a,n/a,Kasei collapse region i=42,point
302.83603,27.48206,CC0690,srp,2,n/a,n/a,Kasei collapse region i=46,point
302.86115,27.46469,CC0691,srp,3,n/a,n/a,Kasei collapse region i=46,point
302.84299,27.41193,CC0692,srp,3,n/a,n/a,Kasei collapse region i=46,point
302.84286,27.40613,CC0693,srp,3,n/a,n/a,Kasei collapse region i=46,point
302.90576,27.87286,CC0694,srp,3,n/a,n/a,Kasei collapse region i=46,point
277.03735,15.47429,CC0695,srp,0,n/a,n/a,E. of Tharsis Tholus - smrp,point
296.77924,31.73878,CC0696,srp,2,n/a,n/a,Kasei SMRP,point
243.04883,-10.04382,CC0697,rim,3,n/a,n/a,sun-facing rim wall shadows,point
238.6445,-2.66437,CC0698,sky,2,n/a,n/a,tube skylight,point
231.4626,-1.08371,CC0699,sky,3,n/a,n/a,skylight or srp,point
238.13403,-19.00732,CC0700,srp,2,n/a,n/a,Small rimless pit,point
234.7688,-13.04126,CC0701,pit,2,n/a,n/a,cave candidate in rift zone,point
237.95789,-14.74115,CC0702,flr,2,n/a,n/a,Deep pit in fracture/graben,point
349.09238,27.47949,CC0703,srp,2,n/a,n/a,small rimless pit with albedo pattern,point
258.36523,0.44067,CC0704,rim,2,n/a,n/a,small rimless pit trio near ridge,point
256.10767,4.21289,CC0705,srp,3,n/a,n/a,small rimless pit - possible vent,point
236.92139,0.90698,CC0706,sky,2,n/a,n/a,skylight,point
236.73,-13.51,CC0707,end,1,n/a,n/a,End-of-channel. Possibly in continuous fracture or conduit.,point
239.93352,-11.57103,CC0708,irr,0,n/a,n/a,"irr - Deep, irregularly shaped pit at end of sinuous channel.",point
240.50461,-3.43583,CC0709,flr,1,n/a,n/a,flr - Dark hole in floor of faint curvilinear channel.,point
239.93352,-12.40195,CC0710,srp,3,n/a,n/a,small rimless pit,point
242.18604,-2.64802,CC0711,irr,2,n/a,n/a,Small irregular pit in lava flow.,point
161.09708,9.62994,CC0712,crk,0,n/a,n/a,"Channel rim, floor, fracture",point
161.13155,9.61115,CC0713,lat,0,n/a,n/a,Large lateral overhang,point
161.0959,9.63191,CC0714,crk,0,n/a,n/a,fracture candidate,point
161.09499,9.63325,CC0715,crk,0,n/a,n/a,zone of intersecting fractures at cliff,point
161.1048,9.65024,CC0716,lat,0,n/a,n/a,cliff wall fracture intersect,point
161.1371,9.64589,CC0717,crk,0,n/a,n/a,cliff wall fracture intersect,point
161.12746,9.64604,CC0718,lat,0,n/a,n/a,cliff wall fracture intersect,point
161.123,9.64627,CC0719,crk,0,n/a,n/a,cliff wall fracture intersect with rope?,point
161.12135,9.64627,CC0720,crk,0,n/a,n/a,cliff wall fracture intersect,point
161.12398,9.64124,CC0721,crk,0,n/a,n/a,cliff wall fracture intersect,point
161.12,9.61913,CC0722,lat,0,n/a,n/a,cliff wall fracture intersect,point
161.11919,9.6189,CC0723,lat,0,n/a,n/a,cliff wall fracture intersect,point
161.11702,9.61935,CC0724,lat,0,n/a,n/a,cliff wall fracture intersect,point
161.11836,9.6161,CC0725,lat,0,n/a,n/a,Cliff wall lateral tube candidate,point
161.08853,9.60543,CC0726,crk,0,n/a,n/a,cliff wall fracture intersect,point
276.30573,44.09782,CC0727,lat,0,n/a,n/a,Cliff wall lateral tube candidate,point
161.59868,7.21164,CC0728,crk,0,n/a,n/a,channel rim fracture,point
161.5894,7.21852,CC0729,sky,0,n/a,n/a,possible bridge over channel,point
161.57014,7.23542,CC0730,lat,0,n/a,n/a,cliff wall fracture intersect,point
161.5542,7.24314,CC0731,crk,0,n/a,n/a,small cliff rim fracture,point
161.52483,7.27509,CC0732,lat,0,n/a,n/a,Rim overhang lateral candidate,point
161.52129,7.27475,CC0733,lat,0,n/a,n/a,Rim overhang lateral candidate,point
238.31726,-13.63231,CC0734,irr,0,n/a,n/a,Small possible incipient Type I APC - 5 m,point
253.92065,33.69458,CC0735,flr,0,n/a,n/a,Small collapse trough in channel floor,point
253.92554,33.69666,CC0736,flr,0,n/a,n/a,100 m collapse trough in channel floor,point
249.7785,-12.26022,CC0737,irr,0,n/a,n/a,Solution cave? Cliff hole,point
250.81808,26.01904,CC0738,pin,2,n/a,n/a,Channel rim pinhole pair,point
250.8219,26.01901,CC0739,pin,2,n/a,n/a,Channel rim pinhole pair,point
248.99884,22.25006,CC0740,end,2,n/a,n/a,Possible channel end overhang - Vent? - Lathrop contrib,point
248.96313,22.25146,CC0741,end,3,n/a,n/a,Possible channel end overhang - Vent? - Lathrop contrib,point
226.58414,17.7379,CC0742,lat,0,n/a,n/a,Good lateral candidate in Olympus Mons caldera rim,point
234.44794,0.46576,CC0743,pin,1,n/a,n/a,channel pinhole,point
234.46744,0.44656,CC0744,sky,1,n/a,n/a,Channel skylight,point
234.44043,0.49802,CC0745,sky,2,n/a,n/a,Channel skylight,point
234.46008,0.01733,CC0746,srp,2,n/a,n/a,irregular smrp,point
234.48132,-0.03186,CC0747,srp,2,n/a,n/a,irregular smrp,point
234.46533,-0.026,CC0748,pin,2,n/a,n/a,pinhole,point
234.82327,-2.56354,CC0749,sky,2,n/a,n/a,tube skylight,point
234.82187,-2.55637,CC0750,sky,3,n/a,n/a,tube skylight,point
234.8161,-2.54276,CC0751,sky,2,n/a,n/a,tube skylight,point
234.80627,-2.53027,CC0752,sky,2,n/a,n/a,tube skylight,point
234.76959,-2.49557,CC0753,sky,1,n/a,n/a,"channel tube intersection, bridge?",point
234.76776,-2.49548,CC0754,sky,1,n/a,n/a,"channel tube intersection, bridge?",point
234.66064,-2.41479,CC0755,sky,2,n/a,n/a,tube skylight,point
234.65437,-2.41092,CC0756,sky,3,n/a,n/a,tube skylight,point
234.64099,-2.39467,CC0757,sky,2,n/a,n/a,tube skylight,point
234.63672,-2.39032,CC0758,sky,2,n/a,n/a,tube skylight,point
234.78662,-2.34351,CC0759,sky,2,n/a,n/a,irregular tube skylight?,point
234.76921,-1.80074,CC0760,sky,2,n/a,n/a,tube skylight,point
234.53436,-1.61975,CC0761,srp,3,n/a,n/a,smrp in faint channel,point
234.71768,-1.13182,CC0762,sky,2,n/a,n/a,tube skylight,point
234.27271,-2.10828,CC0763,sky,2,n/a,n/a,tube skylight,point
234.17224,-3.09729,CC0764,sky,3,n/a,n/a,tube skylight,point
234.14661,-3.10413,CC0765,sky,3,n/a,n/a,tube skylight,point
234.26074,-3.10699,CC0766,sky,3,n/a,n/a,tube skylight,point
234.0517,-3.06207,CC0767,sky,3,n/a,n/a,tube skylight,point
233.97119,-3.04944,CC0768,sky,3,n/a,n/a,tube skylight,point
234.15009,-3.02374,CC0769,sky,3,n/a,n/a,tube skylight,point
234.1394,-3.01685,CC0770,sky,3,n/a,n/a,tube skylight,point
234.13055,-3.01141,CC0771,sky,3,n/a,n/a,tube skylight,point
234.11713,-2.95563,CC0772,sky,3,n/a,n/a,tube skylight,point
234.12347,-2.95819,CC0773,sky,3,n/a,n/a,tube skylight,point
236.11481,-3.14771,CC0774,sky,0,n/a,n/a,tube skylight,point
236.07983,-3.08081,CC0775,sky,0,n/a,n/a,tube skylight,point
236.07489,-3.0733,CC0776,sky,0,n/a,n/a,tube skylight,point
236.07275,-3.0528,CC0777,sky,0,n/a,n/a,tube skylight,point
236.07294,-3.04926,CC0778,sky,0,n/a,n/a,tube skylight,point
236.0719,-3.04401,CC0779,sky,0,n/a,n/a,tube skylight,point
236.06274,-3.00909,CC0780,sky,0,n/a,n/a,tube skylight,point
236.04462,-2.99792,CC0781,sky,0,n/a,n/a,tube skylight,point
236.03998,-2.99756,CC0782,sky,0,n/a,n/a,tube skylight,point
236.0365,-2.99695,CC0783,sky,0,n/a,n/a,tube skylight,point
236.01459,-2.93555,CC0784,sky,0,n/a,n/a,tube skylight,point
235.98322,-2.91675,CC0785,sky,0,n/a,n/a,tube skylight,point
235.97552,-2.91278,CC0786,sky,0,n/a,n/a,tube skylight,point
235.97357,-2.89459,CC0787,sky,0,n/a,n/a,tube skylight,point
235.97632,-2.88922,CC0788,sky,0,n/a,n/a,tube skylight,point
235.99792,-2.85663,CC0789,sky,0,n/a,n/a,tube skylight,point
235.96796,-2.86755,CC0790,sky,0,n/a,n/a,tube skylight,point
235.96228,-2.85175,CC0791,sky,0,n/a,n/a,tube skylight,point
235.94586,-2.83087,CC0792,sky,0,n/a,n/a,tube skylight,point
235.93323,-2.82233,CC0793,sky,1,n/a,n/a,tube skylight,point
236.17444,-3.21838,CC0794,sky,1,n/a,n/a,tube skylight,point
236.16125,-3.2041,CC0795,sky,1,n/a,n/a,tube skylight,point
236.15186,-3.1969,CC0796,sky,1,n/a,n/a,tube skylight,point
236.14648,-3.18884,CC0797,sky,1,n/a,n/a,tube skylight,point
236.14575,-3.18738,CC0798,sky,1,n/a,n/a,tube skylight,point
236.14539,-3.18506,CC0799,sky,1,n/a,n/a,tube skylight,point
236.14478,-3.18359,CC0800,sky,1,n/a,n/a,tube skylight,point
236.13391,-3.16638,CC0801,sky,1,n/a,n/a,tube skylight,point
236.12305,-3.15637,CC0802,sky,1,n/a,n/a,tube skylight,point
302.52914,28.40052,CC0803,crk,0,n/a,n/a,Kasei fracture in collapse pit floor,point
239.52036,-11.74243,CC0804,sky,0,n/a,n/a,small 30m skylight in old pit chain,point
239.09831,-11.34962,CC0805,sky,0,n/a,n/a,small skylight,point
239.10358,-11.3175,CC0806,sky,0,n/a,n/a,small skylight,point
257.54236,35.07336,CC0807,crk,0,n/a,n/a,Excellent fracture cave,point
68.1136,23.84433,CC0808,kst,0,n/a,n/a,Karst in crater floor fill,point
138.38155,85.05039,CC0809,pol,0,n/a,n/a,Candidate in polar pit,point
238.35927,-6.60093,CC0810,rim,3,n/a,n/a,Crater rim candidate on Arsia flank,point
238.12891,-6.27506,CC0811,sky,3,n/a,n/a,skylight,point
238.1584,-6.30591,CC0812,pin,3,n/a,n/a,pinhole,point
238.14352,-6.28731,CC0813,pit,3,n/a,n/a,pit,point
238.21851,-6.34703,CC0814,pit,3,n/a,n/a,pit,point
238.2038,-6.40833,CC0815,pit,2,n/a,n/a,pit,point
138.42253,85.04821,CC0816,pol,0,n/a,n/a,Fracture candidate near polar pit,point
239.28999,-10.80859,CC0817,srp,0,n/a,n/a,Small rimless pit,point
239.36583,-10.50217,CC0818,srp,3,n/a,n/a,small rimless pit near Arsia rim,point
135.30428,84.40593,CC0819,pol,0,n/a,n/a,Long chain of polar pits,point
134.9599,84.40979,CC0820,pol,0,n/a,n/a,Long chain of polar pits,point
134.45097,84.42443,CC0821,pol,0,n/a,n/a,Long chain of polar pits,point
296.69583,30.78402,CC0822,pit,3,n/a,n/a,Kasei small vent candidate,point
239.32027,33.81435,CC0823,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
239.26244,33.76903,CC0824,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
239.01154,34.52517,CC0825,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
239.06496,34.42044,CC0826,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
239.07379,34.3965,CC0827,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
241.70769,36.08857,CC0828,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
240.00381,35.24773,CC0829,crk,0,n/a,n/a,Small fracture caved near large collapse pits,point
25.68934,44.16867,CC0830,kst,0,n/a,n/a,Deuteronilus karst region,point
253.56294,33.23537,CC0831,crk,0,n/a,n/a,Small Ceraunius fracture pit,point
155.00775,11.40808,CC0832,lat,0,n/a,n/a,Lateral fracture candidate in Cerberus Fossae,point
2.05639,38.91819,CC0833,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.06912,38.91393,CC0834,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.00226,38.84796,CC0835,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.00207,38.84662,CC0836,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.00557,38.83753,CC0837,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.00603,38.83727,CC0838,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.04886,38.78035,CC0839,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.04904,38.78108,CC0840,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.04717,38.78135,CC0841,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
2.04866,38.77901,CC0842,crk,0,n/a,n/a,Dark fractures in Arabia Terra crater,point
249.4994,23.26966,CC0843,lat,0,n/a,n/a,Pit wall lateral candidate near Olympica Fossae,point
249.49809,23.26611,CC0844,lat,0,n/a,n/a,Pit wall lateral candidate near Olympica Fossae,point
253.05785,34.05775,CC0845,pit,0,n/a,n/a,Ceraunius Fossae small candidate - 5 m,point
250.8204,28.02429,CC0846,lat,0,n/a,n/a,Pit wall candidate in Ceraunius Fossae -see stretch,point
250.81891,28.02674,CC0847,lat,0,n/a,n/a,Pit wall candidate in Ceraunius Fossae -see stretch,point
179.20795,2.19145,CC0848,crk,0,n/a,n/a,Eastern Elysium cliff undercuts - see stretch,point
179.2074,2.21387,CC0849,crk,0,n/a,n/a,Eastern Elysium cliff undercuts - see stretch,point
179.20926,2.20722,CC0850,crk,0,n/a,n/a,Eastern Elysium cliff undercuts - see stretch,point
25.81018,44.18225,CC0851,kst,0,n/a,n/a,Deuteronilus karst region,point
25.80215,44.06839,CC0852,kst,0,n/a,n/a,Deuteronilus karst region,point
25.79002,44.06598,CC0853,kst,0,n/a,n/a,Deuteronilus karst region,point
25.80547,44.15863,CC0854,kst,0,n/a,n/a,Deuteronilus karst region,point
25.80423,44.16736,CC0855,kst,0,n/a,n/a,Deuteronilus karst region,point
280.11414,15.19167,CC0856,flr,1,n/a,n/a,Excellent fracture pit at edge of channel floor,point
231.23437,14.71704,CC0857,end,3,n/a,n/a,End of trough overhang,point
231.27686,14.71167,CC0858,end,3,n/a,n/a,End of trough overhang,point
231.46631,14.66089,CC0859,lat,3,n/a,n/a,Trough channel intersect,point
240.41309,46.41468,CC0860,lat,0,n/a,n/a,small channel wall lateral 6m,point
240.41333,46.41562,CC0861,lat,0,n/a,n/a,small channel wall lateral 3m,point
289.37958,38.1994,CC0862,rim,0,n/a,n/a,Good fracture edge collapse candidate,point
289.34186,38.19513,CC0863,pit,0,n/a,n/a,Deep dark small pit,point
289.41986,38.11223,CC0864,rim,0,n/a,n/a,Excellent fracture edge collapse candidate,point
289.31412,38.11926,CC0865,pit,0,n/a,n/a,Deep dark small pit,point
289.31216,38.13011,CC0866,crk,0,n/a,n/a,"Deep dark  small crack, see stretch",point
289.31586,38.09998,CC0867,flr,0,n/a,n/a,Pit in pit floor with overhang,point
289.41699,37.94659,CC0868,flr,0,n/a,n/a,Small channel floor candidate,point
289.31451,38.24622,CC0869,pit,0,n/a,n/a,Interesting pit - almost looks excavated,point
188.13367,24.48309,CC0870,irr,0,n/a,n/a,Tartaru s Colles natural bridge,point
164.20905,8.53809,CC0871,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.20056,8.54608,CC0872,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.19788,8.5459,CC0873,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.18188,8.54462,CC0874,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.13336,8.51968,CC0875,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.14728,8.50168,CC0876,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.14636,8.50073,CC0877,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.15131,8.49454,CC0878,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.15387,8.49268,CC0879,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.15811,8.48889,CC0880,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.1669,8.49161,CC0881,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.17313,8.47955,CC0882,crk,0,n/a,n/a,Cerberus fissure fracture,point
164.19141,8.47311,CC0883,crk,0,n/a,n/a,Cerberus fissure fracture,point
188.51474,24.59647,CC0884,irr,0,n/a,n/a,Tartarus Rootless cone candidate,point
188.51663,24.59772,CC0885,irr,0,n/a,n/a,Tartarus Rootless cone candidate,point
188.54453,24.58688,CC0886,irr,0,n/a,n/a,Tartarus Rootless cone candidate,point
188.54507,24.5863,CC0887,irr,0,n/a,n/a,Tartarus Rootless cone candidate,point
188.56036,24.58463,CC0888,irr,0,n/a,n/a,Tartarus Rootless cone candidate,point
170.78119,6.93188,CC0889,crk,0,n/a,n/a,Cerberus fissure fracture,point
170.80847,6.93152,CC0890,crk,0,n/a,n/a,Cerberus fissure fracture,point
246.9805,27.64392,CC0891,pit,0,n/a,n/a,Tharsis vent candidate,point
246.97845,27.64278,CC0892,pit,0,n/a,n/a,Tharsis vent candidate,point
143.27898,-71.885,CC0893,pol,0,n/a,n/a,South polar rim pit,point
143.36012,-71.91489,CC0894,pol,0,n/a,n/a,South polar fracture pit,point
143.21915,-71.878,CC0895,pol,0,n/a,n/a,South polar rim pit,point
235.51465,-24.68652,CC0896,crk,1,n/a,n/a,Daedalia collapse pit in long fracuture lat=-24,point
67.0433,28.17861,CC0897,irr,0,n/a,n/a,Collapse pit/vent at top of mound - Huo Hsing Vallis,point
67.09904,28.03603,CC0898,crk,0,n/a,n/a,Huo Hsing vallis - cliff wall fractures,point
232.89648,0.37598,CC0899,sky,0,n/a,n/a,Cave / natural bridge near Biblis Patera,point
232.89844,0.37378,CC0900,sky,0,n/a,n/a,Cave / natural bridge near Biblis Patera,point
39.18118,26.27903,CC0901,pit,0,n/a,n/a,Candidate region for sublimation caves in past or present ice flows,point
237.40894,-10.15649,CC0902,pit,3,n/a,n/a,Arisa flank,point
175.4827,-0.66299,CC0903,smrp,2,n/a,n/a,"small 40m smrp with, dark albedo, i=55 in Appolinaris",point
175.16791,-0.61224,CC0904,crk,2,n/a,n/a,pit  in Appolinaris,point
172.92551,-1.67143,CC0905,crk,1,n/a,n/a,fracture pit in Appolinaris fractures Sun-facing trough rim candidate,point
172.93085,-1.68074,CC0906,crk,2,n/a,n/a,fracture pit in Appolinaris Sun-facing trough rim candidate,point
172.93153,-1.6499,CC0907,crk,2,n/a,n/a,fracture pit in Appolinaris Sun-facing trough rim candidate,point
172.95874,-1.67847,CC0908,crk,3,n/a,n/a,fracture pit in Appolinaris Sun-facing trough rim candidate,point
172.82727,-1.71619,CC0909,crk,2,n/a,n/a,fracture pit in Appolinaris Sun-facing trough rim candidate,point
172.82632,-1.7123,CC0910,crk,2,n/a,n/a,fracture pit in Appolinaris Sun-facing trough rim candidate,point
172.82364,-1.71724,CC0911,crk,3,n/a,n/a,fracture pit in Appolinaris Sun-facing trough rim candidate,point
172.87959,-1.70386,CC0912,irr,2,n/a,n/a,sun-facing shadow in crater rim -- darkest at i=35,point
172.82474,-1.09106,CC0913,crk,2,n/a,n/a,sun-facing shadows - fracture at fracture edge,point
172.82581,-1.08983,CC0914,crk,2,n/a,n/a,sun-facing shadows - fracture at fracture edge,point
172.82655,-1.08818,CC0915,crk,2,n/a,n/a,sun-facing shadows - fracture at fracture edge,point
172.79601,-1.07492,CC0916,flr,1,n/a,n/a,Candidate in fracture network cascade face,point
172.65723,0.48055,CC0917,rim,2,n/a,n/a,Very dark spot in crater rim,point
177.98236,1.91823,CC0918,flr,2,n/a,n/a,Pit in fracture floor,point
161.10464,9.65044,CC0919,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.09705,9.63013,CC0920,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.06628,9.6485,CC0921,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.11853,9.64691,CC0922,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.12173,9.64615,CC0923,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.12292,9.64621,CC0924,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.13705,9.6456,CC0925,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
161.12723,9.64587,CC0926,crk,0,n/a,n/a,Cerberus fractures in HiRISE,point
141.31458,30.56317,CC0927,irr,0,n/a,n/a,Irregular surface hole,point
141.31207,30.5874,CC0928,crk,0,n/a,n/a,Small ambiguous hole in fracture,point
242.97406,-0.26598,CC0929,sky,1,n/a,n/a,"pair of 60-m pits in flow, 1km apart",point
242.96042,-0.27606,CC0930,sky,1,n/a,n/a,"pair of 60-m pits in flow, 1km apart",point
