s,x,y,z,tx,ty,tz
44.0,1376.3812,619.2410,230.4685,0.3001,0.9537,-0.0174
45.0,1376.5923,619.9118,230.4547,0.2997,0.9538,-0.0218
46.0,1376.8017,620.5813,230.4381,0.2968,0.9546,-0.0252
47.0,1377.0076,621.2495,230.4196,0.2916,0.9561,-0.0277
48.0,1377.2083,621.9166,230.3996,0.2839,0.9584,-0.0293
49.0,1377.4020,622.5828,230.3791,0.2738,0.9613,-0.0298
50.0,1377.5869,623.2481,230.3586,0.2610,0.9649,-0.0294
51.0,1377.7612,623.9128,230.3388,0.2457,0.9690,-0.0280
52.0,1377.9235,624.5771,230.3203,0.2289,0.9731,-0.0259
53.0,1378.0742,625.2413,230.3034,0.2138,0.9766,-0.0239
54.0,1378.2150,625.9061,230.2877,0.2007,0.9794,-0.0221
55.0,1378.3474,626.5720,230.2732,0.1897,0.9816,-0.0206
56.0,1378.4732,627.2397,230.2598,0.1807,0.9833,-0.0192
57.0,1378.5938,627.9097,230.2471,0.1740,0.9846,-0.0180
58.0,1378.7109,628.5825,230.2352,0.1693,0.9854,-0.0170
59.0,1378.8261,629.2588,230.2238,0.1668,0.9858,-0.0162
60.0,1378.9410,629.9392,230.2129,0.1665,0.9859,-0.0156
61.0,1379.0572,630.6242,230.2021,0.1683,0.9856,-0.0153
62.0,1379.1763,631.3144,230.1915,0.1721,0.9850,-0.0151
63.0,1379.3000,632.0104,230.1807,0.1779,0.9839,-0.0152
64.0,1379.4297,632.7128,230.1698,0.1856,0.9825,-0.0154
65.0,1379.5672,633.4222,230.1585,0.1951,0.9807,-0.0159
66.0,1379.7140,634.1391,230.1467,0.2063,0.9784,-0.0165
67.0,1379.8717,634.8641,230.1342,0.2190,0.9756,-0.0172
68.0,1380.0419,635.5978,230.1209,0.2332,0.9723,-0.0182
69.0,1380.2263,636.3409,230.1066,0.2486,0.9684,-0.0192
70.0,1380.4265,637.0938,230.0911,0.2652,0.9640,-0.0204
71.0,1380.6440,637.8571,230.0744,0.2828,0.9589,-0.0217
72.0,1380.8804,638.6315,230.0562,0.3009,0.9534,-0.0231
73.0,1381.1358,639.4166,230.0369,0.3172,0.9481,-0.0235
74.0,1381.4083,640.2112,230.0174,0.3311,0.9433,-0.0228
75.0,1381.6959,641.0137,229.9986,0.3431,0.9391,-0.0211
76.0,1381.9966,641.8229,229.9814,0.3531,0.9354,-0.0184
77.0,1382.3083,642.6373,229.9669,0.3614,0.9323,-0.0148
78.0,1382.6290,643.4554,229.9559,0.3682,0.9297,-0.0101
79.0,1382.9567,644.2759,229.9493,0.3734,0.9277,-0.0045
80.0,1383.2894,645.0973,229.9482,0.3771,0.9262,0.0022
81.0,1383.6249,645.9183,229.9535,0.3794,0.9252,0.0099
82.0,1383.9614,646.7374,229.9661,0.3803,0.9247,0.0187
83.0,1384.2967,647.5531,229.9869,0.3797,0.9247,0.0287
84.0,1384.6289,648.3642,230.0170,0.3776,0.9251,0.0400
85.0,1384.9559,649.1692,230.0571,0.3740,0.9259,0.0526
86.0,1385.2757,649.9666,230.1084,0.3688,0.9271,0.0668
87.0,1385.5863,650.7551,230.1717,0.3618,0.9286,0.0825
88.0,1385.8855,651.5332,230.2479,0.3528,0.9303,0.1000
89.0,1386.1715,652.2995,230.3381,0.3418,0.9321,0.1195
90.0,1386.4426,653.0532,230.4424,0.3291,0.9340,0.1388
91.0,1386.6982,653.7951,230.5597,0.3150,0.9361,0.1566
92.0,1386.9380,654.5260,230.6882,0.2995,0.9383,0.1726
93.0,1387.1615,655.2472,230.8262,0.2828,0.9408,0.1868
94.0,1387.3686,655.9595,230.9721,0.2647,0.9436,0.1990
95.0,1387.5587,656.6640,231.1243,0.2452,0.9467,0.2090
96.0,1387.7316,657.3617,231.2811,0.2245,0.9501,0.2168
97.0,1387.8868,658.0536,231.4408,0.2024,0.9537,0.2223
98.0,1388.0241,658.7408,231.6018,0.1792,0.9577,0.2252
99.0,1388.1430,659.4242,231.7625,0.1547,0.9619,0.2256
100.0,1388.2433,660.1048,231.9211,0.1291,0.9662,0.2233
101.0,1388.3245,660.7838,232.0761,0.1024,0.9705,0.2183
102.0,1388.3863,661.4620,232.2257,0.0747,0.9748,0.2104
103.0,1388.4283,662.1405,232.3683,0.0461,0.9788,0.1998
104.0,1388.4502,662.8203,232.5023,0.0169,0.9823,0.1863
105.0,1388.4516,663.5025,232.6261,-0.0129,0.9853,0.1701
106.0,1388.4321,664.1880,232.7379,-0.0431,0.9876,0.1512
107.0,1388.3915,664.8778,232.8360,-0.0734,0.9888,0.1297
108.0,1388.3293,665.5731,232.9190,-0.1035,0.9890,0.1059
109.0,1388.2452,666.2747,232.9850,-0.1334,0.9878,0.0799
110.0,1388.1388,666.9837,233.0325,-0.1626,0.9853,0.0520
111.0,1388.0098,667.7011,233.0598,-0.1907,0.9814,0.0233
112.0,1387.8585,668.4271,233.0671,-0.2169,0.9762,-0.0032
113.0,1387.6855,669.1613,233.0554,-0.2412,0.9701,-0.0274
114.0,1387.4916,669.9035,233.0257,-0.2637,0.9633,-0.0494
115.0,1387.2773,670.6534,232.9792,-0.2844,0.9562,-0.0692
116.0,1387.0435,671.4107,232.9170,-0.3036,0.9488,-0.0870
117.0,1386.7906,672.1751,232.8400,-0.3213,0.9414,-0.1029
118.0,1386.5195,672.9463,232.7495,-0.3377,0.9340,-0.1170
119.0,1386.2307,673.7240,232.6464,-0.3529,0.9267,-0.1293
120.0,1385.9250,674.5078,232.5319,-0.3669,0.9196,-0.1401
121.0,1385.6031,675.2976,232.4071,-0.3799,0.9129,-0.1493
122.0,1385.2655,676.0929,232.2730,-0.3920,0.9064,-0.1571
123.0,1384.9130,676.8936,232.1308,-0.4032,0.9004,-0.1636
124.0,1384.5463,677.6992,231.9815,-0.4137,0.8946,-0.1688
125.0,1384.1660,678.5096,231.8262,-0.4234,0.8893,-0.1729
126.0,1383.7728,679.3243,231.6659,-0.4325,0.8844,-0.1757
127.0,1383.3674,680.1431,231.5019,-0.4409,0.8798,-0.1775
128.0,1382.9504,680.9657,231.3351,-0.4488,0.8757,-0.1782
129.0,1382.5225,681.7919,231.1666,-0.4562,0.8719,-0.1779
130.0,1382.0844,682.6212,230.9976,-0.4631,0.8685,-0.1766
131.0,1381.6368,683.4534,230.8291,-0.4695,0.8655,-0.1745
132.0,1381.1804,684.2883,230.6617,-0.4752,0.8629,-0.1721
133.0,1380.7159,685.1259,230.4956,-0.4804,0.8605,-0.1696
134.0,1380.2441,685.9659,230.3310,-0.4849,0.8584,-0.1671
135.0,1379.7657,686.8083,230.1682,-0.4889,0.8567,-0.1644
136.0,1379.2816,687.6530,230.0073,-0.4923,0.8553,-0.1617
137.0,1378.7924,688.4998,229.8485,-0.4951,0.8542,-0.1588
138.0,1378.2989,689.3487,229.6920,-0.4974,0.8534,-0.1559
139.0,1377.8019,690.1996,229.5381,-0.4992,0.8529,-0.1528
140.0,1377.3022,691.0523,229.3869,-0.5004,0.8528,-0.1497
141.0,1376.8004,691.9068,229.2386,-0.5011,0.8529,-0.1464
142.0,1376.2974,692.7629,229.0934,-0.5013,0.8534,-0.1430
143.0,1375.7939,693.6205,228.9515,-0.5010,0.8541,-0.1395
144.0,1375.2906,694.4795,228.8131,-0.5002,0.8552,-0.1358
145.0,1374.7884,695.3399,228.6784,-0.4989,0.8565,-0.1321
146.0,1374.2879,696.2015,228.5477,-0.4971,0.8582,-0.1282
147.0,1373.7900,697.0641,228.4210,-0.4947,0.8602,-0.1241
148.0,1373.2953,697.9278,228.2987,-0.4918,0.8624,-0.1199
149.0,1372.8047,698.7924,228.1808,-0.4883,0.8650,-0.1155
150.0,1372.3189,699.6577,228.0676,-0.4843,0.8678,-0.1110
151.0,1371.8386,700.5237,227.9594,-0.4798,0.8709,-0.1063
152.0,1371.3647,701.3903,227.8562,-0.4746,0.8743,-0.1014
153.0,1370.8978,702.2574,227.7583,-0.4688,0.8780,-0.0964
154.0,1370.4387,703.1248,227.6659,-0.4624,0.8820,-0.0911
155.0,1369.9883,703.9924,227.5792,-0.4554,0.8862,-0.0856
156.0,1369.5471,704.8602,227.4984,-0.4477,0.8906,-0.0799
157.0,1369.1161,705.7281,227.4237,-0.4392,0.8953,-0.0739
158.0,1368.6959,706.5958,227.3552,-0.4301,0.9003,-0.0677
159.0,1368.2873,707.4634,227.2932,-0.4201,0.9054,-0.0612
160.0,1367.8911,708.3307,227.2379,-0.4094,0.9107,-0.0545
161.0,1367.5080,709.1976,227.1895,-0.3978,0.9162,-0.0475
162.0,1367.1388,710.0640,227.1481,-0.3853,0.9219,-0.0402
163.0,1366.7842,710.9298,227.1141,-0.3720,0.9277,-0.0326
164.0,1366.4450,711.7949,227.0874,-0.3576,0.9335,-0.0246
165.0,1366.1219,712.6592,227.0685,-0.3423,0.9395,-0.0164
166.0,1365.8158,713.5226,227.0574,-0.3259,0.9454,-0.0078
167.0,1365.5273,714.3849,227.0544,-0.3084,0.9513,0.0012
168.0,1365.2572,715.2461,227.0597,-0.2898,0.9570,0.0105
169.0,1365.0063,716.1060,227.0734,-0.2701,0.9626,0.0202
170.0,1364.7753,716.9646,227.0957,-0.2491,0.9680,0.0302
171.0,1364.5649,717.8218,227.1268,-0.2275,0.9729,0.0400
172.0,1364.3746,718.6777,227.1659,-0.2061,0.9773,0.0490
173.0,1364.2040,719.5324,227.2123,-0.1848,0.9811,0.0572
174.0,1364.0527,720.3861,227.2652,-0.1637,0.9844,0.0644
175.0,1363.9201,721.2390,227.3237,-0.1429,0.9872,0.0707
176.0,1363.8056,722.0912,227.3871,-0.1225,0.9895,0.0761
177.0,1363.7090,722.9428,227.4545,-0.1025,0.9915,0.0806
178.0,1363.6295,723.7941,227.5252,-0.0829,0.9930,0.0841
179.0,1363.5667,724.6452,227.5984,-0.0637,0.9942,0.0866
180.0,1363.5202,725.4961,227.6731,-0.0451,0.9951,0.0881
181.0,1363.4894,726.3472,227.7488,-0.0271,0.9957,0.0886
182.0,1363.4738,727.1986,227.8244,-0.0095,0.9961,0.0882
183.0,1363.4729,728.0503,227.8993,0.0074,0.9962,0.0868
184.0,1363.4862,728.9026,227.9726,0.0237,0.9961,0.0844
185.0,1363.5133,729.7556,228.0436,0.0394,0.9959,0.0811
186.0,1363.5536,730.6094,228.1114,0.0545,0.9956,0.0768
187.0,1363.6066,731.4643,228.1752,0.0689,0.9951,0.0716
188.0,1363.6719,732.3204,228.2342,0.0827,0.9944,0.0654
189.0,1363.7489,733.1778,228.2876,0.0957,0.9937,0.0583
190.0,1363.8371,734.0367,228.3347,0.1082,0.9929,0.0503
191.0,1363.9360,734.8972,228.3745,0.1199,0.9919,0.0414
192.0,1364.0449,735.7594,228.4065,0.1298,0.9910,0.0322
193.0,1364.1613,736.6230,228.4306,0.1368,0.9903,0.0231
194.0,1364.2827,737.4874,228.4469,0.1409,0.9899,0.0142
195.0,1364.4065,738.3523,228.4555,0.1421,0.9898,0.0054
196.0,1364.5302,739.2172,228.4564,0.1405,0.9901,-0.0033
197.0,1364.6511,740.0815,228.4498,0.1360,0.9906,-0.0119
198.0,1364.7666,740.9450,228.4358,0.1286,0.9915,-0.0204
199.0,1364.8741,741.8071,228.4143,0.1183,0.9926,-0.0289
200.0,1364.9711,742.6674,228.3856,0.1050,0.9938,-0.0374
201.0,1365.0549,743.5254,228.3497,0.0887,0.9950,-0.0459
202.0,1365.1230,744.3806,228.3067,0.0692,0.9961,-0.0543
203.0,1365.1727,745.2327,228.2566,0.0465,0.9969,-0.0628
204.0,1365.2014,746.0811,228.1997,0.0205,0.9973,-0.0712
205.0,1365.2066,746.9255,228.1358,-0.0088,0.9968,-0.0796
206.0,1365.1856,747.7653,228.0652,-0.0415,0.9953,-0.0879
207.0,1365.1359,748.6002,227.9880,-0.0774,0.9924,-0.0961
208.0,1365.0549,749.4295,227.9041,-0.1166,0.9877,-0.1041
209.0,1364.9399,750.2530,227.8138,-0.1588,0.9810,-0.1119
210.0,1364.7884,751.0702,227.7170,-0.2037,0.9717,-0.1193
211.0,1364.5978,751.8806,227.6139,-0.2510,0.9597,-0.1263
212.0,1364.3654,752.6837,227.5046,-0.3002,0.9446,-0.1328
213.0,1364.0888,753.4791,227.3892,-0.3505,0.9262,-0.1386
214.0,1363.7673,754.2668,227.2682,-0.3967,0.9068,-0.1425
215.0,1363.4041,755.0475,227.1434,-0.4371,0.8878,-0.1440
216.0,1363.0028,755.8221,227.0165,-0.4721,0.8698,-0.1435
217.0,1362.5673,756.5916,226.8893,-0.5022,0.8532,-0.1410
218.0,1362.1010,757.3566,226.7636,-0.5277,0.8384,-0.1366
219.0,1361.6077,758.1182,226.6411,-0.5491,0.8255,-0.1306
220.0,1361.0911,758.8772,226.5237,-0.5666,0.8148,-0.1229
221.0,1360.5547,759.6344,226.4131,-0.5807,0.8062,-0.1136
222.0,1360.0022,760.3908,226.3111,-0.5915,0.7997,-0.1027
223.0,1359.4373,761.1471,226.2194,-0.5992,0.7955,-0.0903
224.0,1358.8637,761.9042,226.1399,-0.6039,0.7934,-0.0763
225.0,1358.2850,762.6631,226.0743,-0.6056,0.7935,-0.0606
226.0,1357.7048,763.4246,226.0245,-0.6044,0.7955,-0.0432
227.0,1357.1269,764.1895,225.9921,-0.6001,0.7995,-0.0240
228.0,1356.5548,764.9587,225.9789,-0.5928,0.8054,-0.0030
229.0,1355.9922,765.7330,225.9868,-0.5821,0.8129,0.0199
230.0,1355.4429,766.5135,226.0175,-0.5679,0.8219,0.0448
231.0,1354.9103,767.3008,226.0728,-0.5500,0.8321,0.0717
232.0,1354.3983,768.0959,226.1545,-0.5281,0.8432,0.1007
233.0,1353.9104,768.8996,226.2643,-0.5019,0.8549,0.1316
234.0,1353.4502,769.7128,226.4039,-0.4722,0.8662,0.1636
235.0,1353.0176,770.5353,226.5724,-0.4441,0.8751,0.1925
236.0,1352.6102,771.3659,226.7666,-0.4184,0.8818,0.2179
237.0,1352.2250,772.2037,226.9837,-0.3954,0.8867,0.2397
238.0,1351.8593,773.0474,227.2203,-0.3753,0.8902,0.2581
239.0,1351.5104,773.8962,227.4734,-0.3583,0.8928,0.2732
240.0,1351.1755,774.7488,227.7400,-0.3444,0.8945,0.2851
241.0,1350.8518,775.6041,228.0169,-0.3336,0.8957,0.2939
242.0,1350.5366,776.4612,228.3010,-0.3261,0.8966,0.2997
243.0,1350.2271,777.3190,228.5892,-0.3218,0.8972,0.3025
244.0,1349.9204,778.1763,228.8784,-0.3207,0.8976,0.3024
245.0,1349.6140,779.0320,229.1655,-0.3228,0.8978,0.2994
246.0,1349.3049,779.8852,229.4474,-0.3282,0.8979,0.2934
247.0,1348.9905,780.7346,229.7209,-0.3369,0.8976,0.2843
248.0,1348.6679,781.5793,229.9831,-0.3489,0.8968,0.2721
249.0,1348.3344,782.4181,230.2308,-0.3642,0.8953,0.2565
250.0,1347.9873,783.2501,230.4608,-0.3827,0.8929,0.2374
251.0,1347.6237,784.0740,230.6702,-0.4043,0.8890,0.2147
252.0,1347.2409,784.8888,230.8557,-0.4290,0.8835,0.1882
253.0,1346.8361,785.6935,231.0143,-0.4565,0.8756,0.1579
254.0,1346.4069,786.4870,231.1432,-0.4852,0.8654,0.1250
255.0,1345.9529,787.2692,231.2424,-0.5123,0.8538,0.0932
256.0,1345.4751,788.0405,231.3132,-0.5375,0.8409,0.0626
257.0,1344.9742,788.8010,231.3568,-0.5609,0.8272,0.0335
258.0,1344.4511,789.5510,231.3747,-0.5825,0.8128,0.0059
259.0,1343.9067,790.2909,231.3681,-0.6024,0.7979,-0.0200
260.0,1343.3417,791.0209,231.3383,-0.6207,0.7828,-0.0442
261.0,1342.7571,791.7413,231.2866,-0.6374,0.7676,-0.0667
262.0,1342.1536,792.4523,231.2143,-0.6527,0.7526,-0.0875
263.0,1341.5320,793.1543,231.1228,-0.6666,0.7378,-0.1065
264.0,1340.8933,793.8475,231.0133,-0.6793,0.7233,-0.1239
265.0,1340.2383,794.5321,230.8872,-0.6910,0.7093,-0.1397
266.0,1339.5678,795.2085,230.7457,-0.7016,0.6958,-0.1539
267.0,1338.8826,795.8769,230.5902,-0.7113,0.6828,-0.1666
268.0,1338.1836,796.5377,230.4219,-0.7202,0.6706,-0.1778
269.0,1337.4716,797.1910,230.2422,-0.7284,0.6589,-0.1876
270.0,1336.7474,797.8372,230.0524,-0.7360,0.6480,-0.1960
271.0,1336.0119,798.4765,229.8538,-0.7429,0.6378,-0.2032
272.0,1335.2660,799.1093,229.6476,-0.7494,0.6283,-0.2090
273.0,1334.5104,799.7357,229.4353,-0.7554,0.6195,-0.2137
274.0,1333.7461,800.3561,229.2181,-0.7609,0.6114,-0.2171
275.0,1332.9737,800.9707,228.9972,-0.7662,0.6041,-0.2194
276.0,1332.1943,801.5799,228.7741,-0.7710,0.5974,-0.2205
277.0,1331.4086,802.1838,228.5500,-0.7756,0.5915,-0.2204
278.0,1330.6174,802.7828,228.3263,-0.7799,0.5863,-0.2193
279.0,1329.8216,803.3772,228.1041,-0.7839,0.5818,-0.2170
280.0,1329.0221,803.9672,227.8849,-0.7876,0.5779,-0.2136
281.0,1328.2196,804.5530,227.6700,-0.7911,0.5748,-0.2091
282.0,1327.4150,805.1351,227.4606,-0.7944,0.5723,-0.2034
283.0,1326.6092,805.7136,227.2581,-0.7974,0.5705,-0.1965
284.0,1325.8029,806.2888,227.0637,-0.8002,0.5694,-0.1884
285.0,1324.9971,806.8610,226.8789,-0.8027,0.5689,-0.1791
286.0,1324.1926,807.4305,226.7048,-0.8048,0.5691,-0.1685
287.0,1323.3901,807.9975,226.5427,-0.8067,0.5698,-0.1566
288.0,1322.5906,808.5624,226.3941,-0.8082,0.5712,-0.1433
289.0,1321.7948,809.1253,226.2602,-0.8093,0.5732,-0.1286
290.0,1321.0037,809.6867,226.1423,-0.8099,0.5758,-0.1124
291.0,1320.2179,810.2467,226.0417,-0.8099,0.5789,-0.0947
292.0,1319.4385,810.8056,225.9597,-0.8093,0.5825,-0.0753
293.0,1318.6662,811.3637,225.8976,-0.8081,0.5865,-0.0545
294.0,1317.9014,811.9211,225.8555,-0.8065,0.5902,-0.0345
295.0,1317.1438,812.4777,225.8318,-0.8048,0.5934,-0.0161
296.0,1316.3929,813.0332,225.8248,-0.8029,0.5961,0.0008
297.0,1315.6485,813.5876,225.8327,-0.8011,0.5983,0.0160
298.0,1314.9102,814.1405,225.8539,-0.7993,0.6002,0.0295
299.0,1314.1776,814.6920,225.8865,-0.7976,0.6017,0.0413
300.0,1313.4504,815.2417,225.9289,-0.7961,0.6029,0.0513
301.0,1312.7282,815.7895,225.9793,-0.7949,0.6039,0.0595
302.0,1312.0107,816.3352,226.0361,-0.7939,0.6045,0.0658
303.0,1311.2975,816.8788,226.0974,-0.7932,0.6049,0.0703
304.0,1310.5882,817.4199,226.1616,-0.7929,0.6050,0.0729
305.0,1309.8825,817.9584,226.2269,-0.7929,0.6050,0.0735
306.0,1309.1800,818.4942,226.2916,-0.7932,0.6046,0.0722
307.0,1308.4804,819.0270,226.3539,-0.7939,0.6041,0.0689
308.0,1307.7833,819.5568,226.4123,-0.7950,0.6033,0.0636
309.0,1307.0884,820.0833,226.4648,-0.7964,0.6022,0.0563
310.0,1306.3952,820.6063,226.5098,-0.7980,0.6008,0.0469
311.0,1305.7034,821.1258,226.5456,-0.7999,0.5990,0.0354
312.0,1305.0128,821.6410,226.5706,-0.8029,0.5957,0.0226
313.0,1304.3226,822.1483,226.5847,-0.8089,0.5879,0.0105
314.0,1303.6324,822.6423,226.5887,-0.8180,0.5752,-0.0011
315.0,1302.9416,823.1174,226.5831,-0.8303,0.5572,-0.0120
316.0,1302.2496,823.5683,226.5688,-0.8456,0.5333,-0.0225
317.0,1301.5558,823.9895,226.5464,-0.8638,0.5028,-0.0326
318.0,1300.8596,824.3755,226.5167,-0.8844,0.4648,-0.0422
319.0,1300.1604,824.7209,226.4802,-0.9068,0.4183,-0.0512
320.0,1299.4577,825.0203,226.4377,-0.9301,0.3624,-0.0597
321.0,1298.7509,825.2682,226.3899,-0.9528,0.2961,-0.0675
322.0,1298.0393,825.4592,226.3375,-0.9728,0.2194,-0.0741
323.0,1297.3230,825.5917,226.2822,-0.9866,0.1442,-0.0763
324.0,1296.6032,825.6714,226.2276,-0.9944,0.0767,-0.0729
325.0,1295.8811,825.7052,226.1777,-0.9978,0.0180,-0.0639
326.0,1295.1580,825.6998,226.1364,-0.9983,-0.0315,-0.0494
327.0,1294.4352,825.6618,226.1075,-0.9970,-0.0718,-0.0295
328.0,1293.7140,825.5980,226.0949,-0.9947,-0.1029,-0.0043
329.0,1292.9958,825.5151,226.1026,-0.9918,-0.1248,0.0265
330.0,1292.2817,825.4199,226.1344,-0.9885,-0.1378,0.0628
331.0,1291.5731,825.3190,226.1943,-0.9844,-0.1416,0.1049
332.0,1290.8711,825.2188,226.2856,-0.9790,-0.1380,0.1500
333.0,1290.1756,825.1226,226.4074,-0.9727,-0.1315,0.1912
334.0,1289.4857,825.0321,226.5568,-0.9659,-0.1224,0.2281
335.0,1288.8006,824.9491,226.7310,-0.9591,-0.1106,0.2606
336.0,1288.1195,824.8752,226.9270,-0.9526,-0.0962,0.2888
337.0,1287.4417,824.8124,227.1419,-0.9466,-0.0794,0.3126
338.0,1286.7662,824.7623,227.3729,-0.9413,-0.0602,0.3321
339.0,1286.0924,824.7267,227.6168,-0.9370,-0.0386,0.3473
340.0,1285.4193,824.7074,227.8710,-0.9335,-0.0147,0.3583
341.0,1284.7462,824.7061,228.1324,-0.9309,0.0114,0.3651
342.0,1284.0723,824.7245,228.3982,-0.9291,0.0398,0.3677
343.0,1283.3968,824.7645,228.6654,-0.9279,0.0704,0.3661
344.0,1282.7189,824.8277,228.9312,-0.9271,0.1030,0.3603
345.0,1282.0377,824.9160,229.1925,-0.9265,0.1375,0.3502
346.0,1281.3525,825.0311,229.4465,-0.9257,0.1738,0.3358
347.0,1280.6624,825.1747,229.6904,-0.9245,0.2115,0.3173
348.0,1279.9667,825.3486,229.9211,-0.9223,0.2503,0.2945
349.0,1279.2645,825.5546,230.1357,-0.9188,0.2898,0.2678
350.0,1278.5550,825.7944,230.3315,-0.9138,0.3296,0.2373
351.0,1277.8374,826.0698,230.5053,-0.9069,0.3690,0.2035
352.0,1277.1110,826.3825,230.6544,-0.8978,0.4076,0.1667
353.0,1276.3749,826.7343,230.7758,-0.8865,0.4448,0.1275
354.0,1275.6283,827.1269,230.8666,-0.8729,0.4801,0.0865
355.0,1274.8703,827.5621,230.9239,-0.8572,0.5130,0.0444
356.0,1274.1003,828.0417,230.9447,-0.8396,0.5433,0.0018
